mol_idx,top_score,error,frequency,tier,mean_top_score,std_top_score,agreement_rate,predictive_entropy
4388,0.5505895,1,275,4) very common (100+),0.29880154,0.124271244,0.9,5.450817886072782
4389,0.121726625,0,3,1) very rare (1-5),0.04458166,0.017306672,0.5,7.401716426064059
4390,0.85917,0,700,4) very common (100+),0.50278765,0.15466751,1.0,3.93822830812013
4391,0.8211078,1,1,1) very rare (1-5),0.6899958,0.1430245,1.0,1.8328652087505808
4392,0.49720147,1,268,4) very common (100+),0.28795868,0.106445275,1.0,4.533706238022755
4393,0.7502127,0,92,3) common (21-100),0.39665395,0.13451844,1.0,4.905453488919636
4394,0.45491692,0,106,4) very common (100+),0.25024176,0.09574828,0.85,4.529201200125481
4395,0.107896626,1,1,1) very rare (1-5),0.050103795,0.026531417,0.55,6.899037374579125
4396,0.91673416,1,146,4) very common (100+),0.8053791,0.07637258,1.0,1.0987186887861675
4397,0.7274849,0,7,2) rare (6-20),0.518924,0.14194168,1.0,3.1792900717681976
4398,0.86258817,0,261,4) very common (100+),0.48443395,0.15456505,1.0,4.480163912901244
4399,0.7347955,1,21,3) common (21-100),0.5760148,0.1272739,0.95,2.272316477153607
4400,0.8000737,0,46,3) common (21-100),0.56944644,0.12325168,0.95,2.7644346249997525
4401,0.9450179,0,1000,4) very common (100+),0.8566117,0.07508266,1.0,0.8778903836519484
4402,0.8662676,0,30,3) common (21-100),0.73026925,0.101905145,1.0,1.3340153499495266
4403,0.26213473,1,160,4) very common (100+),0.17083056,0.07871193,0.9,5.087450538931144
4404,0.4492314,1,27,3) common (21-100),0.31073743,0.07660058,0.8,5.116514451352309
4405,0.38519895,1,0,1) very rare (1-5),0.1589694,0.056312796,0.8,5.881334890421814
4406,0.447394,1,107,4) very common (100+),0.30201012,0.075586624,0.8,4.663264907124984
4407,0.871271,1,25,3) common (21-100),0.52928823,0.12071065,1.0,3.8607992360374492
4408,0.12946887,1,0,1) very rare (1-5),0.067972794,0.027348792,0.55,7.310867650273053
4409,0.6281131,0,700,4) very common (100+),0.55683,0.10616078,0.85,1.9466759593935716
4410,0.9388806,0,30,3) common (21-100),0.7425002,0.12250739,1.0,1.8316880358866077
4411,0.5527427,0,1,1) very rare (1-5),0.24617366,0.086755075,0.8,4.808105817764473
4412,0.8804231,0,12,2) rare (6-20),0.623266,0.14983884,0.95,2.0912287596071484
4413,0.47318,0,6,2) rare (6-20),0.19446166,0.12782596,1.0,6.915532936803698
4414,0.97427976,0,274,4) very common (100+),0.86503947,0.054670323,1.0,1.2368876844835681
4415,0.46725804,1,0,1) very rare (1-5),0.1852313,0.08679865,1.0,6.815071448072221
4416,0.43938276,1,105,4) very common (100+),0.24153717,0.08981163,0.75,5.559301913674311
4417,0.28372177,1,100,3) common (21-100),0.1831161,0.07315784,0.65,5.604325652581565
4418,0.3119616,0,4,1) very rare (1-5),0.1583514,0.053220287,0.85,5.922520145071722
4419,0.106829435,0,3,1) very rare (1-5),0.042804115,0.028858623,0.65,7.47622667615169
4420,0.8314653,0,5,1) very rare (1-5),0.5661634,0.14287446,1.0,3.1393125847466985
4421,0.93218046,0,89,3) common (21-100),0.7537874,0.09050564,1.0,1.9251586141866277
4422,0.16259919,1,2,1) very rare (1-5),0.1123688,0.039085675,0.45,5.981081818232439
4423,0.5630667,0,146,4) very common (100+),0.2587006,0.08994547,0.8,5.559485111772572
4424,0.3646627,0,700,4) very common (100+),0.21591601,0.10265042,0.7,5.601680440050003
4425,0.1801528,0,1,1) very rare (1-5),0.11796932,0.033624005,0.45,5.309700849697813
4426,0.5047087,1,0,1) very rare (1-5),0.2918056,0.11570042,1.0,4.378688906240976
4427,0.36841756,1,1,1) very rare (1-5),0.13887846,0.057822622,0.85,6.831170788872619
4428,0.3939507,1,1,1) very rare (1-5),0.2971024,0.07152186,0.55,4.279046920440378
4429,0.44318593,1,372,4) very common (100+),0.33620983,0.109465756,0.75,3.702465330734177
4430,0.122675374,0,30,3) common (21-100),0.047069408,0.024515282,0.9,7.790223659681089
4431,0.062255878,1,23,3) common (21-100),0.028755039,0.014363166,0.55,7.75354270597747
4432,0.016743058,1,6,2) rare (6-20),0.009014495,0.0034250228,0.4,8.399503448494125
4433,0.9752603,0,25,3) common (21-100),0.8839471,0.055071175,1.0,0.8423869960415044
4434,0.2235311,1,134,4) very common (100+),0.0947987,0.055629782,0.6,6.597462075727117
4435,0.8166827,0,108,4) very common (100+),0.37487003,0.14991483,1.0,5.23368296326096
4436,0.056543503,1,41,3) common (21-100),0.038336877,0.0101443725,0.35,7.246912465770237
4437,0.23750462,1,1070,4) very common (100+),0.14189832,0.043305848,0.55,5.7391665362091056
4438,0.6334095,1,3,1) very rare (1-5),0.3894049,0.09745352,1.0,4.135452646468137
4439,0.8855696,0,71,3) common (21-100),0.54925275,0.14267276,1.0,3.6921264353552132
4440,0.16788016,1,223,4) very common (100+),0.07548732,0.034412127,0.45,7.018668259139927
4441,0.62948674,0,160,4) very common (100+),0.34800443,0.11971007,0.85,4.501660207570374
4442,0.41769233,1,121,4) very common (100+),0.12994458,0.06241211,0.95,7.024348493232136
4443,0.022713758,1,5,1) very rare (1-5),0.017884763,0.004762636,0.2,7.881668653579832
4444,0.12600076,0,20,2) rare (6-20),0.05778839,0.031597167,0.8,7.340349450176795
4445,0.59787893,1,1290,4) very common (100+),0.37713107,0.13952407,0.9,4.4619773371291656
4446,0.88764477,0,223,4) very common (100+),0.54138774,0.1312586,1.0,3.829838836201757
4447,0.2251829,1,1,1) very rare (1-5),0.08743392,0.0406858,0.9,7.272048694908785
4448,0.77137816,0,1070,4) very common (100+),0.52364695,0.10555775,1.0,2.7293183772419165
4449,0.06979039,1,0,1) very rare (1-5),0.043127727,0.017254842,0.25,6.844304479709208
4450,0.2564982,1,2,1) very rare (1-5),0.18678899,0.06511045,0.55,4.2551523689730875
4451,0.99383473,0,1000,4) very common (100+),0.95875436,0.025445357,1.0,0.36355683587212184
4452,0.438869,0,1070,4) very common (100+),0.3522865,0.072171845,0.6,3.740444966509346
4453,0.5242283,1,134,4) very common (100+),0.55768484,0.11048618,0.7,1.73691560922784
4454,0.25189057,1,2,1) very rare (1-5),0.12526302,0.0657479,0.85,6.37158077352006
4455,0.5004372,1,28,3) common (21-100),0.27989724,0.094648704,0.95,4.7531474574343715
4456,0.39702246,1,0,1) very rare (1-5),0.22666547,0.105357535,0.9,4.99583965187719
4457,0.985523,0,118,4) very common (100+),0.9032238,0.053315267,1.0,0.8779190732261145
4458,0.53011763,0,105,4) very common (100+),0.45058766,0.08379353,0.5,2.915461727725893
4459,0.19896838,0,33,3) common (21-100),0.08843006,0.038213704,0.65,7.002046633597798
4460,0.6230031,1,261,4) very common (100+),0.37421742,0.089529745,1.0,4.048381468588884
4461,0.65842026,1,6,2) rare (6-20),0.458345,0.14219971,0.8,3.1406288040134682
4462,0.94197714,0,90,3) common (21-100),0.60652137,0.118055806,1.0,3.7311326288014883
4463,0.07110653,1,45,3) common (21-100),0.042883728,0.010956689,0.3,7.143130283049336
4464,0.034966603,1,4,1) very rare (1-5),0.024053952,0.010542828,0.35,7.453962974951349
4465,0.2387989,0,3,1) very rare (1-5),0.19591862,0.055239756,0.5,4.844552447802208
4466,0.33860546,1,1070,4) very common (100+),0.39733276,0.070399456,0.5,2.5852228873340795
4467,0.9651107,0,0,1) very rare (1-5),0.73541635,0.127431,1.0,2.3916494372443116
4468,0.09971574,0,60,3) common (21-100),0.045423374,0.031082405,0.8,7.881164138980966
4469,0.27194637,1,0,1) very rare (1-5),0.18304951,0.08085851,0.7,4.428754410340996
4470,0.6739077,0,118,4) very common (100+),0.5457988,0.12669155,0.85,2.338230018063194
4471,0.35101,0,0,1) very rare (1-5),0.2157569,0.085465334,0.55,5.580404671496927
4472,0.30939427,1,0,1) very rare (1-5),0.15253757,0.050714094,0.85,5.699886206608728
4473,0.5579329,1,30,3) common (21-100),0.32793704,0.09765549,0.7,3.963167160922527
4474,0.42241624,0,1290,4) very common (100+),0.28810146,0.07941643,0.8,4.500483322296829
4475,0.95857054,0,99,3) common (21-100),0.7645108,0.07554136,1.0,2.1045984226262426
4476,0.99105364,0,89,3) common (21-100),0.90328777,0.07089687,1.0,0.8813536099744083
4477,0.3213989,1,1,1) very rare (1-5),0.10965949,0.06274602,0.55,6.882069397680132
4478,0.34443173,1,2,1) very rare (1-5),0.31817824,0.09030745,0.5,4.175640807404159
4479,0.21125655,1,0,1) very rare (1-5),0.17714956,0.0534164,0.35,4.871402509003712
4480,0.86624515,0,89,3) common (21-100),0.5160457,0.14096566,1.0,4.232813590010355
4481,0.49881098,0,343,4) very common (100+),0.34062666,0.11327825,0.8,3.6438645893521335
4482,0.4210106,1,60,3) common (21-100),0.2747151,0.107632615,0.6,5.4109483402511565
4483,0.35285765,0,12,2) rare (6-20),0.24076596,0.10640356,0.45,4.760787483947206
4484,0.19433832,1,24,3) common (21-100),0.081194535,0.04122785,0.9,7.3819101060201735
4485,0.50486404,1,1070,4) very common (100+),0.29546148,0.097169936,0.75,4.63291921699181
4486,0.13803826,1,0,1) very rare (1-5),0.056444276,0.023876507,0.9,7.374678825098405
4487,0.7485758,0,91,3) common (21-100),0.42055112,0.14882831,0.95,3.991852635310721
4488,0.8082789,0,343,4) very common (100+),0.4275442,0.14127977,1.0,4.43784862887133
4489,0.5553113,1,16,2) rare (6-20),0.16000488,0.061018612,1.0,6.811794568834964
4490,0.09562694,1,2,1) very rare (1-5),0.037333958,0.018187486,0.45,7.946216388698696
4491,0.6094307,0,1070,4) very common (100+),0.5591377,0.10216464,0.8,2.196685164294773
4492,0.6557878,1,1000,4) very common (100+),0.3498283,0.12155644,0.95,4.345591992249457
4493,0.33414182,0,268,4) very common (100+),0.24706912,0.091212556,0.65,4.367973212772761
4494,0.38965976,1,0,1) very rare (1-5),0.2614479,0.0736363,0.95,3.379501563107193
4495,0.32498777,0,1,1) very rare (1-5),0.17226623,0.07958856,0.8,6.019163103850121
4496,0.88409585,0,178,4) very common (100+),0.57335794,0.119999565,1.0,3.0804853273068544
4497,0.12648083,1,0,1) very rare (1-5),0.04056272,0.0198418,0.65,7.86235019038123
4498,0.37875974,1,700,4) very common (100+),0.23127134,0.06935778,0.5,4.821128697178708
4499,0.16936305,1,1,1) very rare (1-5),0.07123103,0.03469908,0.7,7.280747765984986
4500,0.29328385,1,2,1) very rare (1-5),0.18959664,0.08287389,0.65,4.860776963954216
4501,0.44102892,1,5,1) very rare (1-5),0.22647679,0.089348175,0.95,5.630291283135915
4502,0.92270607,0,36,3) common (21-100),0.66689765,0.13173206,1.0,2.95156348356405
4503,0.25897697,1,1,1) very rare (1-5),0.13677548,0.0561662,0.7,6.106728694328184
4504,0.22943528,1,0,1) very rare (1-5),0.13911799,0.043611165,0.75,5.173789901924847
4505,0.96031964,1,268,4) very common (100+),0.83270156,0.08664764,1.0,1.2538133416449617
4506,0.34809652,1,107,4) very common (100+),0.30743814,0.08579102,0.5,3.76640446042908
4507,0.35818756,1,0,1) very rare (1-5),0.19375728,0.08950174,0.7,5.42425122843285
4508,0.4108428,0,159,4) very common (100+),0.16054958,0.07425543,0.75,6.38974823520236
4509,0.34000176,0,1,1) very rare (1-5),0.33711642,0.095718406,0.45,2.892997602396391
4510,0.4629599,1,2,1) very rare (1-5),0.1742054,0.08167026,1.0,7.04821572828182
4511,0.5524594,0,33,3) common (21-100),0.28714207,0.110794775,0.9,5.35420631110124
4512,0.11886015,1,3,1) very rare (1-5),0.05603855,0.033946384,0.75,7.195529538813694
4513,0.8270461,0,78,3) common (21-100),0.6216141,0.082924016,1.0,1.9624685227813925
4514,0.07984328,1,1,1) very rare (1-5),0.049901437,0.020079521,0.35,6.93406896535244
4515,0.32650536,0,24,3) common (21-100),0.14570361,0.06358337,0.95,6.396859147300728
4516,0.10470283,1,20,2) rare (6-20),0.042775147,0.023871364,0.65,7.615701902778232
4517,0.23475157,1,69,3) common (21-100),0.11632035,0.03467998,0.7,6.211722758208744
4518,0.45473528,0,118,4) very common (100+),0.29236776,0.11257839,0.75,4.243155650500505
4519,0.9168037,0,421,4) very common (100+),0.6793374,0.14827646,1.0,2.3334965185707075
4520,0.18141112,1,76,3) common (21-100),0.09725371,0.050575133,0.4,7.0201516939614175
4521,0.44104448,1,36,3) common (21-100),0.23808654,0.09579488,0.65,5.224977471821483
4522,0.7238308,0,142,4) very common (100+),0.53112435,0.11118024,0.95,2.674987616098202
4523,0.8612645,1,5,1) very rare (1-5),0.70561427,0.12730257,1.0,1.923811276333458
4524,0.6100558,0,1070,4) very common (100+),0.55825734,0.13495706,0.65,1.7371880366346757
4525,0.6300957,1,3,1) very rare (1-5),0.33806977,0.09456835,0.8,4.224839896605381
4526,0.19102341,1,58,3) common (21-100),0.11830517,0.04161791,0.4,5.767269823095616
4527,0.3745992,1,2,1) very rare (1-5),0.18557051,0.07017211,1.0,5.389714913440192
4528,0.27346072,0,38,3) common (21-100),0.09519928,0.06471446,1.0,7.324348421298586
4529,0.77260894,0,421,4) very common (100+),0.45948252,0.1303542,1.0,3.9440232503532378
4530,0.060680654,0,17,2) rare (6-20),0.035782218,0.011951393,0.25,7.295823082322004
4531,0.03563355,1,8,2) rare (6-20),0.0168866,0.0090852985,0.45,7.989255255104823
4532,0.72031003,1,3,1) very rare (1-5),0.30541125,0.11794739,1.0,6.0995005957551625
4533,0.5513032,1,1,1) very rare (1-5),0.3559472,0.081538565,0.85,3.9252678620258985
4534,0.40284762,0,1290,4) very common (100+),0.24373245,0.11127314,0.55,4.8854245972961365
4535,0.17018096,0,23,3) common (21-100),0.06518652,0.040254325,0.7,7.4778316600226935
4536,0.8325665,0,372,4) very common (100+),0.5518769,0.15348887,0.95,3.235758395241113
4537,0.424812,1,29,3) common (21-100),0.30815268,0.113325536,0.9,3.9531118729861574
4538,0.13121402,1,2,1) very rare (1-5),0.054621864,0.029492384,0.75,7.581282226626772
4539,0.78626287,1,5,1) very rare (1-5),0.41592255,0.13885753,1.0,4.658336369391469
4540,0.5781022,1,160,4) very common (100+),0.41203642,0.09957759,0.9,3.138924916881377
4541,0.29248142,0,0,1) very rare (1-5),0.14976951,0.0663869,0.85,5.447260169541617
4542,0.59495455,1,6,2) rare (6-20),0.45586315,0.15182184,0.9,2.8208249227665227
4543,0.6016094,0,16,2) rare (6-20),0.20562606,0.107065134,0.95,6.525765834606692
4544,0.14187312,1,3,1) very rare (1-5),0.07657713,0.025980465,0.55,6.1841246987666665
4545,0.8483614,1,89,3) common (21-100),0.71724904,0.10473868,0.95,1.4150360145290117
4546,0.86096114,0,1000,4) very common (100+),0.48220578,0.15883237,1.0,4.4150862575891425
4547,0.7481618,0,58,3) common (21-100),0.5011122,0.14818352,1.0,3.377131362868187
4548,0.4757324,0,28,3) common (21-100),0.20687512,0.0700149,1.0,5.928093556915513
4549,0.9209846,1,5,1) very rare (1-5),0.5403396,0.13804686,1.0,4.36663779679678
4550,0.023495013,1,421,4) very common (100+),0.015421924,0.0053579127,0.35,8.046088411813491
4551,0.5265326,0,26,3) common (21-100),0.26931992,0.098022126,1.0,5.105279339787515
4552,0.78465545,1,1,1) very rare (1-5),0.5947945,0.10888688,0.95,2.4559824717103615
4553,0.80244386,1,160,4) very common (100+),0.47269052,0.12584071,1.0,4.06199961347427
4554,0.4752356,1,118,4) very common (100+),0.40106902,0.09157716,0.7,2.9479990453875593
4555,0.52240664,0,1290,4) very common (100+),0.3129501,0.0977053,0.7,4.134282690020561
4556,0.95695955,0,1000,4) very common (100+),0.75982314,0.11668414,1.0,2.052324197834717
4557,0.012788109,1,10,2) rare (6-20),0.0098720575,0.003463726,0.3,8.297061141517393
4558,0.88318884,0,99,3) common (21-100),0.6164082,0.13492061,0.95,2.4476289949961987
4559,0.81582797,0,1290,4) very common (100+),0.59684473,0.11960462,1.0,2.4130238371300643
4560,0.8443146,0,1070,4) very common (100+),0.5958147,0.12317688,1.0,3.1520441587761088
4561,0.5757443,0,1070,4) very common (100+),0.5920669,0.094121344,0.7,2.0702717043507564
4562,0.4057506,0,134,4) very common (100+),0.20631273,0.10218338,0.75,6.413337564630218
4563,0.9650342,0,142,4) very common (100+),0.76387286,0.10583038,1.0,1.8720845382758822
4564,0.50566,1,70,3) common (21-100),0.2956131,0.10389205,0.9,4.3380906747436585
4565,0.4723784,0,85,3) common (21-100),0.17835183,0.06769261,1.0,6.352612846680759
4566,0.76989967,0,1070,4) very common (100+),0.4486528,0.1383518,1.0,3.973440233982584
4567,0.19582862,1,1,1) very rare (1-5),0.106781624,0.047868475,0.4,5.470271970278188
4568,0.9400332,0,1000,4) very common (100+),0.7486242,0.07495111,1.0,1.9416360918940636
4569,0.048572958,1,6,2) rare (6-20),0.025484871,0.013363739,0.45,7.679997923135073
4570,0.13912717,1,0,1) very rare (1-5),0.043120347,0.015479737,0.6,7.48680860762861
4571,0.60552293,1,1290,4) very common (100+),0.49374667,0.09025391,0.55,2.4897908716819943
4572,0.86498773,0,5,1) very rare (1-5),0.5614036,0.1231132,1.0,3.0262793504106082
4573,0.73454565,0,1290,4) very common (100+),0.35992038,0.115891725,1.0,5.237347546676382
4574,0.38642824,1,275,4) very common (100+),0.38919908,0.10591935,0.5,2.7055148735038834
4575,0.35223,1,14,2) rare (6-20),0.17918165,0.09425239,0.7,5.550265516437305
4576,0.4266582,0,146,4) very common (100+),0.21962424,0.066739276,0.5,5.639947922611913
4577,0.14676066,0,1,1) very rare (1-5),0.062234383,0.029706128,0.6,7.063903175070869
4578,0.8858398,1,8,2) rare (6-20),0.5319796,0.13396002,1.0,3.9265499221895572
4579,0.8606784,0,3,1) very rare (1-5),0.63407856,0.13325329,1.0,1.9909718185982337
4580,0.7949198,1,1070,4) very common (100+),0.513991,0.088719495,0.95,3.0841545185784254
4581,0.7858298,0,223,4) very common (100+),0.44624764,0.11989943,1.0,4.440110385926636
4582,0.29786232,0,1,1) very rare (1-5),0.109058514,0.04514391,0.7,7.064237913218294
4583,0.85067195,0,108,4) very common (100+),0.67049205,0.13455366,1.0,1.7602281838404856
4584,0.10015517,1,3,1) very rare (1-5),0.051046282,0.024972549,0.5,7.413011647702418
4585,0.4644585,1,159,4) very common (100+),0.16375007,0.073528625,0.85,6.387703264582612
4586,0.12266437,0,275,4) very common (100+),0.05415787,0.024852114,0.8,7.6221166909632
4587,0.07409509,1,5,1) very rare (1-5),0.039393842,0.018941967,0.3,7.484427311198462
4588,0.05161624,1,1,1) very rare (1-5),0.03750204,0.016027914,0.3,7.298152502965827
4589,0.7826985,0,66,3) common (21-100),0.56928164,0.113114834,1.0,2.7102100183839273
4590,0.882257,1,1070,4) very common (100+),0.65238225,0.11799806,0.95,1.8962694909178484
4591,0.2707644,1,107,4) very common (100+),0.13569959,0.053504277,0.8,5.930056360611271
4592,0.48908073,0,2,1) very rare (1-5),0.2108331,0.115048125,0.85,5.3623333798167
4593,0.8920411,1,1070,4) very common (100+),0.6224864,0.13847041,1.0,3.163601858866726
4594,0.56715214,0,91,3) common (21-100),0.25087014,0.13233455,1.0,6.2235933385753945
4595,0.86969084,0,66,3) common (21-100),0.62804157,0.09501256,1.0,2.37080954505877
4596,0.6747891,1,3,1) very rare (1-5),0.42044562,0.14939135,0.9,4.117305784097242
4597,0.28933072,0,0,1) very rare (1-5),0.24842446,0.08137569,0.5,4.76592122732105
4598,0.9271045,1,111,4) very common (100+),0.6875385,0.10269144,1.0,2.7065364163698487
4599,0.87954366,0,700,4) very common (100+),0.56357396,0.14087448,1.0,3.718318217584973
4600,0.58042383,0,46,3) common (21-100),0.31621847,0.07459721,0.75,4.7605987529919425
4601,0.9839318,0,211,4) very common (100+),0.8512599,0.061769858,1.0,1.5419611966289906
4602,0.02636748,1,1,1) very rare (1-5),0.020986047,0.008991129,0.4,7.868061882939459
4603,0.10532485,0,0,1) very rare (1-5),0.05752676,0.014771736,0.6,7.01773748516362
4604,0.28628728,1,26,3) common (21-100),0.18177071,0.06531201,0.5,5.17860181886468
4605,0.045957793,1,13,2) rare (6-20),0.037489396,0.016535986,0.35,7.369308052896118
4606,0.104339816,0,274,4) very common (100+),0.05244115,0.022123467,0.8,7.543844586990776
4607,0.17547284,1,24,3) common (21-100),0.06208823,0.021161972,0.8,7.236829325786237
4608,0.77542555,0,1070,4) very common (100+),0.5636947,0.11871346,0.95,3.065921840216273
4609,0.34119818,1,44,3) common (21-100),0.17559305,0.068251975,0.55,6.353775446502823
4610,0.71279275,0,166,4) very common (100+),0.51568377,0.15924048,0.85,2.3928036886323643
4611,0.3140724,0,47,3) common (21-100),0.1645444,0.05959409,0.7,5.950367607611884
4612,0.38647714,1,0,1) very rare (1-5),0.23245569,0.08594988,0.8,4.53064630630722
4613,0.076434925,1,3,1) very rare (1-5),0.039473213,0.019827927,0.5,7.878679411862633
4614,0.8318215,0,10,2) rare (6-20),0.60227174,0.14527728,1.0,1.9160819972879135
4615,0.8107882,1,1,1) very rare (1-5),0.5222007,0.10515604,1.0,3.797363316194499
4616,0.5126811,1,0,1) very rare (1-5),0.34799078,0.11670954,0.75,3.790484322377319
4617,0.33383486,0,28,3) common (21-100),0.16963097,0.071156025,0.65,5.767956028872317
