,Reactants,Products,Reagents,Labels,Frequency
31132,[CH3:14][CH:15]([CH3:16])[O:17][C:18](=[O:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[S:26](=[O:27])(=[O:28])[N:29]=[C:30]=[O:31].[CH3:1][O:2][c:3]1[n:4][c:5]([NH2:6])[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1,[CH3:1][O:2][c:3]1[n:4][c:5]([NH:6][C:30]([NH:29][S:26]([c:25]2[c:20]([C:18]([O:17][CH:15]([CH3:14])[CH3:16])=[O:19])[cH:21][cH:22][cH:23][cH:24]2)(=[O:27])=[O:28])=[O:31])[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1,,"[('b', 10, 536)]",566
31133,O[C:1](=[O:2])[CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1.[CH3:9][NH:10][O:11][CH3:12],[C:1](=[O:2])([CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]1)[N:10]([CH3:9])[O:11][CH3:12],,"[('b', 15, 547)]",4537
31134,Cl[c:1]1[n:2][cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]2)[cH:15]1.[CH3:16][c:17]1[cH:18][s:19][c:20]([NH2:21])[n:22]1,[c:1]1([NH:21][c:20]2[s:19][cH:18][c:17]([CH3:16])[n:22]2)[n:2][cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]2)[cH:15]1,,"[('b', 1, 545)]",1916
31135,Cl[c:1]1[n:2][c:3]([NH:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][c:10]([N:11]3[CH2:12][CH2:13][N:14]([CH3:15])[CH2:16][CH2:17]3)[cH:18][cH:19]2)[c:20]([Cl:21])[cH:22][n:23]1.[CH3:24][O:25][c:26]1[cH:27][c:28]2[c:29]([cH:30][c:31]1[NH2:32])[CH2:33][CH2:34][N:35]([CH2:36][C:37]([NH2:38])=[O:39])[CH2:40][CH2:41]2,[c:1]1([NH:32][c:31]2[c:26]([O:25][CH3:24])[cH:27][c:28]3[c:29]([cH:30]2)[CH2:33][CH2:34][N:35]([CH2:36][C:37]([NH2:38])=[O:39])[CH2:40][CH2:41]3)[n:2][c:3]([NH:4][c:5]2[c:6]([O:7][CH3:8])[cH:9][c:10]([N:11]3[CH2:12][CH2:13][N:14]([CH3:15])[CH2:16][CH2:17]3)[cH:18][cH:19]2)[c:20]([Cl:21])[cH:22][n:23]1,,"[('b', 1, 545)]",1916
31136,O=[N+:1]([O-])[c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([N:8]2[CH2:9][CH2:10][CH:11]([N:12]3[CH2:13][CH2:14][C@@H:15]([F:16])[CH2:17]3)[CH2:18][CH2:19]2)[cH:20][cH:21]1,[NH2:1][c:2]1[c:3]([O:4][CH3:5])[cH:6][c:7]([N:8]2[CH2:9][CH2:10][CH:11]([N:12]3[CH2:13][CH2:14][C@@H:15]([F:16])[CH2:17]3)[CH2:18][CH2:19]2)[cH:20][cH:21]1,,"[('a', 0, 122)]",1277
31137,F[c:1]1[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([OH:9])[cH:10]1.[CH2:11]1[CH2:12][O:13][CH2:14][CH2:15][NH:16]1,[c:1]1([N:16]2[CH2:11][CH2:12][O:13][CH2:14][CH2:15]2)[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[c:8]([OH:9])[cH:10]1,,"[('b', 1, 528)]",393
31138,Br[c:1]1[cH:2][c:3]2[c:4]([c:5]([CH:6]3[CH2:7][CH2:8]3)[cH:9]1)[O:10][C:11]([CH3:12])([CH3:13])[CH2:14][C:15]2([CH3:16])[CH3:17].[CH:18]#[C:19][Si:20]([CH3:21])([CH3:22])[CH3:23],[c:1]1([C:18]#[C:19][Si:20]([CH3:21])([CH3:22])[CH3:23])[cH:2][c:3]2[c:4]([c:5]([CH:6]3[CH2:7][CH2:8]3)[cH:9]1)[O:10][C:11]([CH3:12])([CH3:13])[CH2:14][C:15]2([CH3:16])[CH3:17],,"[('b', 1, 521)]",265
31139,Cl[c:1]1[c:2]2[cH:3][c:4]([N+:5](=[O:6])[O-:7])[s:8][c:9]2[n:10][c:11]([Cl:12])[n:13]1.[NH2:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,[c:1]1([NH:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:2]2[cH:3][c:4]([N+:5](=[O:6])[O-:7])[s:8][c:9]2[n:10][c:11]([Cl:12])[n:13]1,,"[('b', 1, 545)]",1916
31140,Cl[c:1]1[cH:2][c:3]([CH2:4][CH3:5])[cH:6][c:7]2[c:8]1[C:9](=[O:10])[NH:11][C@@H:12]1[C@@H:13]2[CH2:14][NH:15][CH2:16]1,[cH:1]1[cH:2][c:3]([CH2:4][CH3:5])[cH:6][c:7]2[c:8]1[C:9](=[O:10])[NH:11][C@@H:12]1[C@@H:13]2[CH2:14][NH:15][CH2:16]1,,"[('a', 0, 106)]",78
31141,c1ccc(C[N:1]2[CH2:2][C:3]([CH3:4])([CH3:5])[CH:6]([NH2:7])[CH2:8][CH2:9]2)cc1,[NH:1]1[CH2:2][C:3]([CH3:4])([CH3:5])[CH:6]([NH2:7])[CH2:8][CH2:9]1,,"[('a', 0, 114)]",193
31142,[CH3:4][CH2:5][N:6]1[CH2:7][CH2:8][CH:9]([O:10][C:11](=[O:12])[C@:13]([OH:14])([c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[C@@H:22]2[CH2:23][CH2:24][C:25]([F:26])([F:27])[CH2:28]2)[CH2:29][CH2:30]1.I[CH2:2][CH3:1],[CH3:1][CH2:2][N+:6]1([CH2:5][CH3:4])[CH2:7][CH2:8][CH:9]([O:10][C:11](=[O:12])[C@:13]([OH:14])([c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[C@@H:22]2[CH2:23][CH2:24][C:25]([F:26])([F:27])[CH2:28]2)[CH2:29][CH2:30]1,,"[('b', 3, 431)]",24
31143,[CH3:6][c:7]1[cH:8][c:9]([CH3:10])[c:11]2[c:12]([c:13]1[OH:14])[CH:15]([NH2:16])[CH:17]1[CH2:18][CH2:19][CH2:20][CH2:21][CH:22]21.Cl[C:1](=[O:2])[CH2:3][CH2:4][CH2:5]Cl,[C:1]1(=[O:2])[CH2:3][CH2:4][CH2:5][N:16]1[CH:15]1[c:12]2[c:11]([c:9]([CH3:10])[cH:8][c:7]([CH3:6])[c:13]2[OH:14])[CH:22]2[CH:17]1[CH2:18][CH2:19][CH2:20][CH2:21]2,,"[('b', 42, 433), ('b', 9, 433)]",24
31144,Cl[c:1]1[n:2][cH:3][c:4](-[c:5]2[cH:6][n:7][cH:8][c:9]([O:10][CH3:11])[cH:12]2)[c:13]([NH2:14])[cH:15]1.[CH3:16][O:17][CH:18]1[CH2:19][NH:20][CH2:21]1,[c:1]1([N:20]2[CH2:19][CH:18]([O:17][CH3:16])[CH2:21]2)[n:2][cH:3][c:4](-[c:5]2[cH:6][n:7][cH:8][c:9]([O:10][CH3:11])[cH:12]2)[c:13]([NH2:14])[cH:15]1,,"[('b', 1, 545)]",1916
31145,c1ccc([P+](c2ccccc2)(c2ccccc2)[CH:12]([C:13]([O:14][CH2:15][CH3:16])=[O:17])[O:18][CH2:19][CH3:20])cc1.O=[CH:1][c:2]1[cH:3][c:4]2[cH:5][c:6]([CH3:7])[nH:8][c:9]2[cH:10][cH:11]1,[CH:1](/[c:2]1[cH:3][c:4]2[cH:5][c:6]([CH3:7])[nH:8][c:9]2[cH:10][cH:11]1)=[C:12](\[C:13]([O:14][CH2:15][CH3:16])=[O:17])[O:18][CH2:19][CH3:20],,"[('b', 20, 508)]",142
31146,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([n:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]4[c:12]([cH:13]3)[CH2:14][CH2:15][N:16]4[C:17](=[O:18])[CH2:19][c:20]3[cH:21][c:22]([F:23])[cH:24][cH:25][c:26]3[F:27])[c:28]3[c:29]([NH2:30])[n:31][cH:32][n:33][c:34]23)[CH2:35][CH2:36]1,[NH:1]1[CH2:2][CH2:3][CH:4]([n:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]4[c:12]([cH:13]3)[CH2:14][CH2:15][N:16]4[C:17](=[O:18])[CH2:19][c:20]3[cH:21][c:22]([F:23])[cH:24][cH:25][c:26]3[F:27])[c:28]3[c:29]([NH2:30])[n:31][cH:32][n:33][c:34]23)[CH2:35][CH2:36]1,,"[('a', 0, 123)]",1493
31147,C[O:1][C:2](=[O:3])[c:4]1[c:5]([CH2:6][S:7](=[O:8])(=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2/[CH:16]=[CH:17]\[CH2:18][N:19]2[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]2)[cH:25][cH:26][c:27](-[c:28]2[cH:29][cH:30][o:31][cH:32]2)[c:33]1[O:34][CH3:35],[OH:1][C:2](=[O:3])[c:4]1[c:5]([CH2:6][S:7](=[O:8])(=[O:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2/[CH:16]=[CH:17]\[CH2:18][N:19]2[CH2:20][CH2:21][CH2:22][CH2:23][CH2:24]2)[cH:25][cH:26][c:27](-[c:28]2[cH:29][cH:30][o:31][cH:32]2)[c:33]1[O:34][CH3:35],,"[('a', 0, 124)]",1797
31148,OB(O)[c:13]1[cH:14][cH:15][c:16]([C:17](=[O:18])[NH:19][CH:20]2[CH2:21][CH2:22]2)[cH:23][cH:24]1.I[c:1]1[n:2]2[cH:3][c:4]([Br:5])[n:6][c:7]([S:8][CH3:9])[c:10]2[n:11][cH:12]1,[c:1]1(-[c:13]2[cH:14][cH:15][c:16]([C:17](=[O:18])[NH:19][CH:20]3[CH2:21][CH2:22]3)[cH:23][cH:24]2)[n:2]2[cH:3][c:4]([Br:5])[n:6][c:7]([S:8][CH3:9])[c:10]2[n:11][cH:12]1,,"[('b', 0, 510)]",146
31149,CO[CH:2]([O:1]C)[c:3]1[cH:4][cH:5][c:6]([CH:7]([CH2:8][CH3:9])[OH:10])[cH:11][c:12]1[O:13][c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([CH3:20])[c:21]1[CH3:22],[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([CH:7]([CH2:8][CH3:9])[OH:10])[cH:11][c:12]1[O:13][c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([CH3:20])[c:21]1[CH3:22],,"[('a', 0, 100), ('a', 1, 100)]",33
31150,[CH3:19][O:20][c:21]1[cH:22][n:23][cH:24][c:25](-[c:26]2[cH:27][n:28][c:29]([N:30]3[CH2:31][CH2:32][O:33][CH2:34][CH2:35]3)[cH:36][c:37]2[NH2:38])[cH:39]1.Cl[c:1]1[c:2]([CH3:3])[c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][n:10]2)[n:11][c:12]2[cH:13][cH:14][cH:15][c:16]([F:17])[c:18]12,[c:1]1([NH:38][c:37]2[c:26](-[c:25]3[cH:24][n:23][cH:22][c:21]([O:20][CH3:19])[cH:39]3)[cH:27][n:28][c:29]([N:30]3[CH2:31][CH2:32][O:33][CH2:34][CH2:35]3)[cH:36]2)[c:2]([CH3:3])[c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][n:10]2)[n:11][c:12]2[cH:13][cH:14][cH:15][c:16]([F:17])[c:18]12,,"[('b', 1, 545)]",1916
31151,CCO[C:1](=[O:2])[CH:3]([CH3:4])[C:5](=O)[CH3:6].[NH2:7][c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]1,[c:1]1([OH:2])[c:3]([CH3:4])[c:5]([CH3:6])[n:7][c:8]2[c:9]1[cH:10][c:11]([Cl:12])[cH:13][cH:14]2,,"[('b', 26, 285), ('b', 11, 285)]",4
31152,[N-]=[N+]=[N:1][CH2:2]/[CH:3]=[CH:4]/[CH:5]=[CH:6]/[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13],[NH2:1][CH2:2]/[CH:3]=[CH:4]/[CH:5]=[CH:6]/[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH3:13],,"[('a', 0, 111)]",134
31153,CC(C)(C)OC(=O)[NH:1][c:2]1[cH:3][n:4][c:5]2[c:6]([cH:7]1)[N:8]([S:9]([c:10]1[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]1)(=[O:17])=[O:18])[CH2:19][C@H:20]([CH3:21])[O:22]2,[NH2:1][c:2]1[cH:3][n:4][c:5]2[c:6]([cH:7]1)[N:8]([S:9]([c:10]1[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]1)(=[O:17])=[O:18])[CH2:19][C@H:20]([CH3:21])[O:22]2,,"[('a', 0, 123)]",1493
31154,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1.[CH2:11]1[CH2:12][O:13][CH2:14][CH2:15][NH:16]1,[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]1)[N:16]1[CH2:11][CH2:12][O:13][CH2:14][CH2:15]1,,"[('b', 19, 540)]",828
31155,O=[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][n:10][cH:11]2)[cH:12][cH:13]1)[N:14]1[CH2:15][CH2:16][O:17][c:18]2[cH:19][cH:20][c:21](-[n:22]3[cH:23][cH:24][n:25][cH:26]3)[cH:27][c:28]2[O:29][CH2:30][CH2:31]1,[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][c:6](-[n:7]2[cH:8][cH:9][n:10][cH:11]2)[cH:12][cH:13]1)[N:14]1[CH2:15][CH2:16][O:17][c:18]2[cH:19][cH:20][c:21](-[n:22]3[cH:23][cH:24][n:25][cH:26]3)[cH:27][c:28]2[O:29][CH2:30][CH2:31]1,,"[('a', 0, 120)]",433
31156,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][cH:8][n:9]([CH2:10][C:11]([O:12][C:13]([CH3:14])([CH3:15])[CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20]1,[NH2:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[n:7][cH:8][n:9]([CH2:10][C:11]([O:12][C:13]([CH3:14])([CH3:15])[CH3:16])=[O:17])[cH:18]2)[cH:19][cH:20]1,,"[('a', 0, 122)]",1277
31157,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([CH2:8][N:9]2[CH2:10][CH2:11][CH:12]([NH:13][c:14]3[n:15][cH:16][n:17][c:18]4[s:19][c:20]([Cl:21])[cH:22][c:23]34)[CH2:24][CH2:25]2)[cH:26]1.[CH3:27][NH2:28],[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]([CH2:8][N:9]2[CH2:10][CH2:11][CH:12]([NH:13][c:14]3[n:15][cH:16][n:17][c:18]4[s:19][c:20]([Cl:21])[cH:22][c:23]34)[CH2:24][CH2:25]2)[cH:26]1)[NH:28][CH3:27],,"[('b', 51, 547)]",4537
31158,O[C:1](=[O:2])[CH2:3][NH:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]1[C:11](=[O:12])[N:13]([CH:14]1[CH2:15][CH2:16][C:17](=[O:18])[NH:19][C:20]1=[O:21])[C:22]2=[O:23].[NH2:24][CH:25]1[CH2:26][CH2:27]1,[C:1](=[O:2])([CH2:3][NH:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]1[C:11](=[O:12])[N:13]([CH:14]1[CH2:15][CH2:16][C:17](=[O:18])[NH:19][C:20]1=[O:21])[C:22]2=[O:23])[NH:24][CH:25]1[CH2:26][CH2:27]1,,"[('b', 45, 547)]",4537
31159,O=[CH:1][c:2]1[cH:3][cH:4][c:5]([C:6]([N:7]2[CH2:8][CH2:9][N:10]([CH:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[CH2:16][CH2:17]2)=[O:18])[cH:19][cH:20]1.[CH3:21][NH:22][CH3:23],[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([N:7]2[CH2:8][CH2:9][N:10]([CH:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[CH2:16][CH2:17]2)=[O:18])[cH:19][cH:20]1)[N:22]([CH3:21])[CH3:23],,"[('b', 39, 544)]",1299
31160,O=[CH:1][c:2]1[cH:3][c:4]([Br:5])[cH:6][cH:7][c:8]1[OH:9].[NH2:10][c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18]1,[CH:1]([c:2]1[cH:3][c:4]([Br:5])[cH:6][cH:7][c:8]1[OH:9])=[N:10][c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18]1,,"[('b', 17, 531)]",446
31161,CC(C)(C)[O:1][C:2](=[O:3])[CH2:4][O:5][NH:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[OH:1][C:2](=[O:3])[CH2:4][O:5][NH:6][C:7](=[O:8])[NH:9][CH2:10][c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,,"[('a', 0, 118)]",281
31162,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][C@H:4]1[CH2:5][O:6][c:7]1[cH:8][n:9][c:10]([Cl:11])[c:12]([CH2:13][NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25]2)[cH:26]1,[NH:1]1[CH2:2][CH2:3][C@H:4]1[CH2:5][O:6][c:7]1[cH:8][n:9][c:10]([Cl:11])[c:12]([CH2:13][NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25]2)[cH:26]1,,"[('a', 0, 123)]",1493
31163,Br[c:1]1[cH:2][cH:3][cH:4][c:5]2[c:6]1/[C:7](=[CH:8]/[c:9]1[c:10]([O:11][CH3:12])[cH:13][cH:14][nH:15]1)[C:16](=[O:17])[NH:18]2.[CH:19]#[C:20][CH:21]([OH:22])[c:23]1[cH:24][cH:25][c:26]([O:27][CH3:28])[cH:29][cH:30]1,[c:1]1([C:19]#[C:20][CH:21]([OH:22])[c:23]2[cH:24][cH:25][c:26]([O:27][CH3:28])[cH:29][cH:30]2)[cH:2][cH:3][cH:4][c:5]2[c:6]1/[C:7](=[CH:8]/[c:9]1[c:10]([O:11][CH3:12])[cH:13][cH:14][nH:15]1)[C:16](=[O:17])[NH:18]2,,"[('b', 1, 521)]",265
31164,CON=C(C(=O)O[C:5]([C:4](=[N:3][O:2][CH3:1])[c:7]1[cH:8][s:9][c:10]([NH:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[n:31]1)=[O:6])c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1.[CH3:32][C:33]1=[C:34]([C:35](=[O:36])[O:37][CH:38]([c:39]2[cH:40][cH:41][cH:42][cH:43][cH:44]2)[c:45]2[cH:46][cH:47][cH:48][cH:49][cH:50]2)[N:51]2[C:52](=[O:53])[CH:54]([NH2:55])[CH:56]2[S:57][CH2:58]1,[CH3:1][O:2][N:3]=[C:4]([C:5](=[O:6])[NH:55][CH:54]1[C:52](=[O:53])[N:51]2[C:34]([C:35](=[O:36])[O:37][CH:38]([c:39]3[cH:40][cH:41][cH:42][cH:43][cH:44]3)[c:45]3[cH:46][cH:47][cH:48][cH:49][cH:50]3)=[C:33]([CH3:32])[CH2:58][S:57][CH:56]21)[c:7]1[cH:8][s:9][c:10]([NH:11][C:12]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[n:31]1,,"[('b', 11, 136)]",1
31165,O[C:1](=[O:2])[c:3]1[cH:4][n:5][n:6]2[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[c:22]([Cl:23])[cH:24]3)[n:25][c:26]12.[NH2:27][c:28]1[cH:29][cH:30][cH:31][c:32]([S:33]([NH2:34])(=[O:35])=[O:36])[cH:37]1,[C:1](=[O:2])([c:3]1[cH:4][n:5][n:6]2[c:7]([C:8]([F:9])([F:10])[F:11])[cH:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[c:22]([Cl:23])[cH:24]3)[n:25][c:26]12)[NH:27][c:28]1[cH:29][cH:30][cH:31][c:32]([S:33]([NH2:34])(=[O:35])=[O:36])[cH:37]1,,"[('b', 51, 547)]",4537
31166,O[C:1]([CH2:2][O:3][CH2:4][C@@H:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:13].[OH:14][CH2:15][CH:16]1[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]1,[C:1]([CH2:2][O:3][CH2:4][C@@H:5]([CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)(=[O:13])[N:19]1[CH2:18][CH2:17][CH:16]([CH2:15][OH:14])[CH2:21][CH2:20]1,,"[('b', 25, 547)]",4537
31167,O=[C:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7]([C:8]3=[N:9][C:10]([CH3:11])([CH3:12])[CH2:13][O:14]3)[cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1)[OH:21],[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[c:7]([C:8]3=[N:9][C:10]([CH3:11])([CH3:12])[CH2:13][O:14]3)[cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1)[OH:21],,"[('a', 0, 120)]",433
31168,[CH3:5][CH2:6][O:7][C:8](=[O:9])[CH2:10][SH:11].Br[CH2:1][CH2:2][CH2:3][Cl:4],[CH2:1]([CH2:2][CH2:3][Cl:4])[S:11][CH2:10][C:8]([O:7][CH2:6][CH3:5])=[O:9],,"[('b', 7, 504)]",108
31169,[cH:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][c:15]([NH:16][c:17]3[cH:18][cH:19][c:20](-[c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[cH:27][cH:28]3)[cH:29][cH:30]2)[cH:31][cH:32]1.I[c:1]1[cH:2][cH:3][c:4]([Br:5])[cH:6][cH:7]1,[c:1]1([N:16]([c:15]2[cH:14][cH:13][c:12](-[c:11]3[cH:10][cH:9][cH:8][cH:32][cH:31]3)[cH:30][cH:29]2)[c:17]2[cH:18][cH:19][c:20](-[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[cH:27][cH:28]2)[cH:2][cH:3][c:4]([Br:5])[cH:6][cH:7]1,,"[('b', 1, 503)]",107
31170,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH2:4][N:5]([c:6]2[c:7]([O:8][CH3:9])[cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15]1,[NH:1]1[CH2:2][CH2:3][CH2:4][N:5]([c:6]2[c:7]([O:8][CH3:9])[cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15]1,,"[('a', 0, 123)]",1493
31171,Br[c:1]1[c:2](-[c:3]2[cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[s:10][c:11]2[CH3:12])[n:13]([CH3:14])[n:15][cH:16]1.CC1(C)OB([C:17](=[CH2:18])[CH3:19])OC1(C)C,[c:1]1([C:17](=[CH2:18])[CH3:19])[c:2](-[c:3]2[cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[s:10][c:11]2[CH3:12])[n:13]([CH3:14])[n:15][cH:16]1,,"[('b', 0, 441)]",28
31172,O=[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[CH3:10].[NH2:11][C:12]12[CH2:13][CH:14]3[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]3)[CH2:20]1)[CH2:21]2,[CH:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)([CH3:10])[NH:11][C:12]12[CH2:13][CH:14]3[CH2:15][CH:16]([CH2:17][CH:18]([CH2:19]3)[CH2:20]1)[CH2:21]2,,"[('b', 19, 544)]",1299
31173,O[CH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[c:11]([C:12]([O:13][CH3:14])=[O:15])[cH:16][cH:17][cH:18][cH:19]2)[cH:20]1.[OH:21][c:22]1[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[cH:34][cH:35]1,[CH2:1]([CH2:2][c:3]1[cH:4][cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[c:11]([C:12]([O:13][CH3:14])=[O:15])[cH:16][cH:17][cH:18][cH:19]2)[cH:20]1)[O:21][c:22]1[cH:23][cH:24][c:25]([O:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[cH:34][cH:35]1,,"[('b', 39, 539)]",804
31174,O=[N+:1]([O-])[c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7]([S:8]([CH3:9])(=[O:10])=[O:11])[cH:12]1,[NH2:1][c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7]([S:8]([CH3:9])(=[O:10])=[O:11])[cH:12]1,,"[('a', 0, 122)]",1277
31175,Br[c:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][N:7]2[C@H:8]([CH3:9])[CH2:10][O:11][C:12]2=[O:13])[s:14]1.[CH:15]#[C:16][CH2:17][CH2:18][CH2:19][CH:20]1[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]1,[c:1]1([C:15]#[C:16][CH2:17][CH2:18][CH2:19][CH:20]2[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]2)[cH:2][cH:3][c:4]([CH2:5][CH2:6][N:7]2[C@H:8]([CH3:9])[CH2:10][O:11][C:12]2=[O:13])[s:14]1,,"[('b', 1, 521)]",265
31176,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH:6]=[CH:7][c:8]1[cH:9][cH:10][c:11]([CH2:12][O:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][c:21]1[N:22]([CH3:23])[CH2:24][CH2:25][c:26]1[cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]2[cH:35]1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][c:8]1[cH:9][cH:10][c:11]([CH2:12][O:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20][c:21]1[N:22]([CH3:23])[CH2:24][CH2:25][c:26]1[cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]2[cH:35]1,,"[('b', 10, 530), ('b', 11, 530)]",442
