id,class,reactants>reagents>production
US07906532B2,UNK,O[C:1]([c:2]1[n:3][n:4]([CH:5]([CH3:6])[CH3:7])[c:8]2[c:9]1[cH:10][cH:11][cH:12][cH:13]2)=[O:14].[CH3:15][O:16][C:17](=[O:18])[C@@H:19]1[CH2:20][C@H:21]([NH2:22])[CH2:23][N:24]1[C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31]>>[C:1]([c:2]1[n:3][n:4]([CH:5]([CH3:6])[CH3:7])[c:8]2[c:9]1[cH:10][cH:11][cH:12][cH:13]2)(=[O:14])[NH:22][C@H:21]1[CH2:20][C@@H:19]([C:17]([O:16][CH3:15])=[O:18])[N:24]([C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31])[CH2:23]1
US07498353B2,UNK,Cl[C:1](=[O:2])[CH:3]([Cl:4])[Cl:5].[CH3:6][CH:7]([CH3:8])[CH:9]([NH:10][C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[C:18](=[O:19])[CH2:20][CH2:21][NH:22][c:23]1[cH:24][cH:25][n:26][c:27](-[c:28]2[cH:29][c:30](-[c:31]3[c:32]([Cl:33])[cH:34][cH:35][cH:36][c:37]3[Cl:38])[n:39][o:40]2)[cH:41]1>>[C:1](=[O:2])([CH:3]([Cl:4])[Cl:5])[N:22]([CH2:21][CH2:20][C:18]([CH:9]([CH:7]([CH3:6])[CH3:8])[NH:10][C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])=[O:19])[c:23]1[cH:24][cH:25][n:26][c:27](-[c:28]2[cH:29][c:30](-[c:31]3[c:32]([Cl:33])[cH:34][cH:35][cH:36][c:37]3[Cl:38])[n:39][o:40]2)[cH:41]1
US04009184,UNK,O=[CH2:1].[CH3:2][NH:3][CH3:4].[CH3:5][C:6](=[O:7])[c:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[o:16][c:17]2[c:18]([CH3:19])[cH:20][cH:21][cH:22][c:23]12>>[CH2:1]([N:3]([CH3:2])[CH3:4])[CH2:5][C:6](=[O:7])[c:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[o:16][c:17]2[c:18]([CH3:19])[cH:20][cH:21][cH:22][c:23]12
US20020166994A1,UNK,Br[CH2:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH3:12])[cH:13][c:14]2[F:15])[cH:16][c:17]1[F:18].[OH:19][c:20]1[cH:21][cH:22][c:23]([F:24])[c:25]([F:26])[cH:27]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([CH2:10][CH2:11][CH3:12])[cH:13][c:14]2[F:15])[cH:16][c:17]1[F:18])[O:19][c:20]1[cH:21][cH:22][c:23]([F:24])[c:25]([F:26])[cH:27]1
US20090264418A1,UNK,O[C:1](=[O:2])[c:3]1[cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[N:10]3[CH2:11][CH2:12][N:13]([CH:14]4[CH2:15][CH2:16][CH2:17][CH2:18]4)[CH2:19][CH2:20]3)[cH:21][cH:22][c:23]2[nH:24]1.[CH3:25][CH:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1>>[C:1](=[O:2])([c:3]1[cH:4][c:5]2[cH:6][c:7]([C:8](=[O:9])[N:10]3[CH2:11][CH2:12][N:13]([CH:14]4[CH2:15][CH2:16][CH2:17][CH2:18]4)[CH2:19][CH2:20]3)[cH:21][cH:22][c:23]2[nH:24]1)[N:29]1[CH2:28][CH2:27][CH:26]([CH3:25])[CH2:31][CH2:30]1
US06720324B2,UNK,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH:3]=[C:4]([c:5]2[cH:6][cH:7][cH:8][c:9]([NH:10][C:11]([CH3:12])=[O:13])[cH:14]2)[CH2:15][CH2:16]1>>[NH:1]1[CH2:2][CH:3]=[C:4]([c:5]2[cH:6][cH:7][cH:8][c:9]([NH:10][C:11]([CH3:12])=[O:13])[cH:14]2)[CH2:15][CH2:16]1
US20120149721A1,UNK,Cl[C:1]([CH2:2][CH3:3])=[O:4].[CH3:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]2[CH2:14][CH2:15]2)[c:16](-[c:17]2[n:18][cH:19][n:20][c:21]3[c:22]([C:23](=[O:24])[NH:25][C@@H:26]4[CH2:27][NH:28][CH2:29][C@H:30]4[OH:31])[c:32]([CH3:33])[nH:34][c:35]23)[cH:36]1>>[C:1]([CH2:2][CH3:3])(=[O:4])[N:28]1[CH2:27][C@@H:26]([NH:25][C:23]([c:22]2[c:21]3[n:20][cH:19][n:18][c:17](-[c:16]4[c:10]([O:11][CH2:12][CH:13]5[CH2:14][CH2:15]5)[cH:9][cH:8][c:7]([CH2:6][CH3:5])[cH:36]4)[c:35]3[nH:34][c:32]2[CH3:33])=[O:24])[C@H:30]([OH:31])[CH2:29]1
US20010051733A1,UNK,Cl[C:1]([CH3:2])=[O:3].[CH3:4][CH2:5][CH:6]1[CH2:7][CH2:8][S:9][c:10]2[c:11]([CH3:12])[cH:13][cH:14][c:15]([CH3:16])[c:17]21>>[C:1]([CH3:2])(=[O:3])[c:14]1[cH:13][c:11]([CH3:12])[c:10]2[c:17]([c:15]1[CH3:16])[CH:6]([CH2:5][CH3:4])[CH2:7][CH2:8][S:9]2
US20120202794A1,UNK,O[C:1](=[O:2])[CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[cH:11]1.[CH3:12][CH:13]([CH3:14])[CH2:15][C@H:16]1[CH2:17][NH:18][C@@H:19]([CH2:20][CH:21]([CH3:22])[CH3:23])[C:24](=[O:25])[NH:26]1>>[C:1](=[O:2])([CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[cH:11]1)[N:18]1[CH2:17][C@H:16]([CH2:15][CH:13]([CH3:12])[CH3:14])[NH:26][C:24](=[O:25])[C@@H:19]1[CH2:20][CH:21]([CH3:22])[CH3:23]
US07511037B2,UNK,O[CH2:1][CH2:2][O:3][CH:4]([c:5]1[nH:6][c:7](=[O:8])[c:9]([O:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[n:24]1)[CH2:25][CH2:26][S:27][CH3:28]>>[CH2:1]1[CH2:2][O:3][CH:4]([CH2:25][CH2:26][S:27][CH3:28])[c:5]2[n:6]1[c:7](=[O:8])[c:9]([O:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1)[c:18]([C:19]([O:20][CH2:21][CH3:22])=[O:23])[n:24]2
US20100215579A1,UNK,Cl[CH2:1][CH2:2][O:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][F:9].[OH:10][c:11]1[cH:12][cH:13][c:14]2[cH:15][c:16]([Br:17])[cH:18][cH:19][c:20]2[cH:21]1>>[CH2:1]([CH2:2][O:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][F:9])[O:10][c:11]1[cH:12][cH:13][c:14]2[cH:15][c:16]([Br:17])[cH:18][cH:19][c:20]2[cH:21]1
US20090197959A1,UNK,C[O:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][c:21]2[CH2:22][N:23]([CH2:24][C:25]([CH3:26])([CH3:27])[CH3:28])[C:29]([CH3:30])=[O:31])[cH:32]1>>[OH:1][C:2](=[O:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11](-[c:12]2[cH:13][cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20][c:21]2[CH2:22][N:23]([CH2:24][C:25]([CH3:26])([CH3:27])[CH3:28])[C:29]([CH3:30])=[O:31])[cH:32]1
US20050090502A1,UNK,O[C:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][C:10](=[O:11])[N:12]([CH2:13][c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]3)[S:22]2(=[O:23])=[O:24])[cH:25][cH:26]1)[NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])=[O:35].[CH3:36][CH2:37][CH2:38][CH2:39][CH2:40][NH2:41]>>[C:1]([C@H:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][C:10](=[O:11])[N:12]([CH2:13][c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]3)[S:22]2(=[O:23])=[O:24])[cH:25][cH:26]1)[NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])(=[O:35])[NH:41][CH2:40][CH2:39][CH2:38][CH2:37][CH3:36]
US20100311966A1,UNK,Br[CH2:1][C:2]([CH:3]([CH3:4])[CH3:5])=[O:6].[O:7]=[C:8]1[NH:9][C:10](=[O:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21>>[CH2:1]([C:2]([CH:3]([CH3:4])[CH3:5])=[O:6])[N:9]1[C:8](=[O:7])[c:17]2[c:12]([cH:13][cH:14][cH:15][cH:16]2)[C:10]1=[O:11]
US20150011508A1,UNK,O[C:1]([c:2]1[n:3]2[cH:4][cH:5][c:6]([CH3:7])[cH:8][c:9]2[n:10][cH:11]1)=[O:12].[CH3:13][c:14]1[cH:15][cH:16][c:17](-[c:18]2[n:19][o:20][c:21]([CH2:22][CH2:23][C:24]([CH3:25])([CH3:26])[OH:27])[n:28]2)[cH:29][c:30]1[NH2:31]>>[C:1]([c:2]1[n:3]2[cH:4][cH:5][c:6]([CH3:7])[cH:8][c:9]2[n:10][cH:11]1)(=[O:12])[NH:31][c:30]1[c:14]([CH3:13])[cH:15][cH:16][c:17](-[c:18]2[n:19][o:20][c:21]([CH2:22][CH2:23][C:24]([CH3:25])([CH3:26])[OH:27])[n:28]2)[cH:29]1
US20060189629A1,UNK,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][cH:13][cH:14][n:15]2)[cH:16][cH:17]1>>[NH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH2:7][CH2:8][O:9][c:10]2[cH:11][cH:12][cH:13][cH:14][n:15]2)[cH:16][cH:17]1
US20080114061A1,UNK,CC(C)(C)[Si](C)(C)[O:1][c:2]1[cH:3][cH:4][c:5]([C:6]([c:7]2[cH:8][c:9]([O:10][CH3:11])[cH:12][c:13]([O:14][CH3:15])[cH:16]2)=[CH:17][C:18]#[N:19])[cH:20][c:21]1[O:22][CH3:23]>>[OH:1][c:2]1[cH:3][cH:4][c:5]([C:6]([c:7]2[cH:8][c:9]([O:10][CH3:11])[cH:12][c:13]([O:14][CH3:15])[cH:16]2)=[CH:17][C:18]#[N:19])[cH:20][c:21]1[O:22][CH3:23]
US20090099158A1,UNK,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][N:12]([C:13](=[O:14])[CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1)[CH2:21]2>>[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[CH2:10][CH2:11][N:12]([C:13](=[O:14])[CH:15]1[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]1)[CH2:21]2
US20100210636A1,UNK,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1.[NH2:10][CH2:11][C:12]1([C:13]([F:14])([F:15])[F:16])[O:17][C:18](=[O:19])[NH:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]21>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1)[NH:10][CH2:11][C:12]1([C:13]([F:14])([F:15])[F:16])[O:17][C:18](=[O:19])[NH:20][c:21]2[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]21
US08188098B2,UNK,Cl[c:1]1[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1.[CH3:23][S:24](=[O:25])(=[O:26])[c:27]1[cH:28][cH:29][c:30]([OH:31])[cH:32][c:33]1[F:34]>>[c:1]1([O:31][c:30]2[cH:29][cH:28][c:27]([S:24]([CH3:23])(=[O:25])=[O:26])[c:33]([F:34])[cH:32]2)[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1
US20150238480A1,UNK,I[c:1]1[cH:2][c:3]2[c:4]([OH:5])[c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[c:12](=[O:13])[nH:14][c:15]2[cH:16][c:17]1[Cl:18].OB(O)[c:19]1[cH:20][c:21]2[cH:22][cH:23][n:24]([CH3:25])[c:26]2[cH:27][cH:28]1>>[c:1]1(-[c:19]2[cH:20][c:21]3[cH:22][cH:23][n:24]([CH3:25])[c:26]3[cH:27][cH:28]2)[cH:2][c:3]2[c:4]([OH:5])[c:6]([C:7]([O:8][CH2:9][CH3:10])=[O:11])[c:12](=[O:13])[nH:14][c:15]2[cH:16][c:17]1[Cl:18]
US20110207731A1,UNK,C1CO[CH:2]([c:3]2[cH:4][cH:5][c:6]3[nH:7][n:8][c:9]([N:10]([CH2:11][CH2:12][O:13][CH3:14])[CH3:15])[c:16]3[cH:17]2)[O:1]C1>>[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]2[nH:7][n:8][c:9]([N:10]([CH2:11][CH2:12][O:13][CH3:14])[CH3:15])[c:16]2[cH:17]1
US20090281160A1,UNK,C[O:1][C:2](=[O:3])[C@H:4]([CH2:5][c:6]1[cH:7][nH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12)[NH:15][C:16](=[O:17])[CH2:18][CH2:19][C:20](=[O:21])[C@H:22]([CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[NH:30][C:31](=[O:32])[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1>>[OH:1][C:2](=[O:3])[C@H:4]([CH2:5][c:6]1[cH:7][nH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]12)[NH:15][C:16](=[O:17])[CH2:18][CH2:19][C:20](=[O:21])[C@H:22]([CH2:23][c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1)[NH:30][C:31](=[O:32])[c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1
US20140357858A1,UNK,O[C:1]([C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)=[O:11].[NH2:12][c:13]1[cH:14][cH:15][c:16]([N:17]2[C:18](=[O:19])[CH2:20][C:21](=[O:22])[NH:23][c:24]3[c:25]2[cH:26][cH:27][c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]32)[cH:34][cH:35]1>>[C:1]([C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)(=[O:11])[NH:12][c:13]1[cH:14][cH:15][c:16]([N:17]2[C:18](=[O:19])[CH2:20][C:21](=[O:22])[NH:23][c:24]3[c:25]2[cH:26][cH:27][c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]32)[cH:34][cH:35]1
US20100160379A1,UNK,Br[c:1]1[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][c:10]([F:11])[cH:12]2)[n:13][cH:14]1.CN(C)[CH:15]=[O:16]>>[c:1]1([CH:15]=[O:16])[cH:2][cH:3][c:4]([O:5][c:6]2[cH:7][cH:8][cH:9][c:10]([F:11])[cH:12]2)[n:13][cH:14]1
US20150232445A1,UNK,OB(O)[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1.[CH3:7][C@H:8]1[CH2:9][CH2:10][c:11]2[c:12]([cH:13][cH:14][c:15]([Br:16])[c:17]2[OH:18])[N:19]1[C:20](=[O:21])[CH:22]1[CH2:23][CH2:24]1>>[c:1]1([O:18][c:17]2[c:11]3[c:12]([cH:13][cH:14][c:15]2[Br:16])[N:19]([C:20](=[O:21])[CH:22]2[CH2:23][CH2:24]2)[C@@H:8]([CH3:7])[CH2:9][CH2:10]3)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US05468742,UNK,O=C(c1ccccc1)[N:1]1[CH2:2][C@H:3]2[C@@H:4]([CH2:5]1)[O:6][CH2:7][CH2:8][N:9]2[CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[NH:1]1[CH2:2][C@H:3]2[C@@H:4]([CH2:5]1)[O:6][CH2:7][CH2:8][N:9]2[CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1
US20080293712A1,UNK,Br[c:1]1[cH:2][n:3][cH:4][c:5](-[c:6]2[n:7][c:8]([NH2:9])[c:10]3[cH:11][n:12][c:13]4[cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][c:22]4[c:23]3[cH:24]2)[cH:25]1.[CH3:26][O:27][c:28]1[cH:29][cH:30][cH:31][c:32]([NH2:33])[cH:34]1>>[c:1]1([NH:33][c:32]2[cH:31][cH:30][cH:29][c:28]([O:27][CH3:26])[cH:34]2)[cH:2][n:3][cH:4][c:5](-[c:6]2[n:7][c:8]([NH2:9])[c:10]3[cH:11][n:12][c:13]4[cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][c:22]4[c:23]3[cH:24]2)[cH:25]1
US06548522B1,UNK,CO[C:1](=[O:2])[CH:3]([c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([F:10])[cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][n:17]1.[CH3:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][NH2:24]>>[C:1](=[O:2])([CH:3]([c:4]1[cH:5][cH:6][c:7]([F:8])[c:9]([F:10])[cH:11]1)[c:12]1[cH:13][cH:14][cH:15][cH:16][n:17]1)[NH:24][CH2:23][CH2:22][CH2:21][CH2:20][CH2:19][CH3:18]
US20070060588A1,UNK,CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([NH:5][C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[c:13]([N+:14](=[O:15])[O-:16])[cH:17]2)OC1(C)C.Cl[c:18]1[cH:19][cH:20][c:21]([O:22][C@H:23]2[CH2:24][N:25]3[CH2:26][CH2:27][CH:28]2[CH2:29][CH2:30]3)[n:31][n:32]1>>[c:1]1(-[c:18]2[cH:19][cH:20][c:21]([O:22][C@H:23]3[CH2:24][N:25]4[CH2:26][CH2:27][CH:28]3[CH2:29][CH2:30]4)[n:31][n:32]2)[cH:2][cH:3][c:4]([NH:5][C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[c:13]([N+:14](=[O:15])[O-:16])[cH:17]1
US06943183B2,UNK,Br[c:1]1[cH:2][n:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12.[CH2:11]=[CH2:12]>>[c:1]1([CH:11]=[CH2:12])[cH:2][n:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12
US20100240743A1,UNK,Cl[C:1]([CH2:2][C:3]([CH3:4])([CH3:5])[CH3:6])=[O:7].[CH3:8][c:9]1[c:10]([CH3:11])[c:12]2[c:13]([c:14]([CH3:15])[c:16]1[NH2:17])[C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[O:23]2>>[C:1]([CH2:2][C:3]([CH3:4])([CH3:5])[CH3:6])(=[O:7])[NH:17][c:16]1[c:9]([CH3:8])[c:10]([CH3:11])[c:12]2[c:13]([c:14]1[CH3:15])[C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[O:23]2
US04564612,UNK,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[C@H:7]([CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][C@H:17]1[CH2:18][S:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[N:26]([CH2:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[C:35]1=[O:36]>>[O:1]=[S:19]1[CH2:18][C@H:17]([NH:16][C@H:7]([C:5]([O:4][CH2:3][CH3:2])=[O:6])[CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[C:35](=[O:36])[N:26]([CH2:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[c:25]2[c:20]1[cH:21][cH:22][cH:23][cH:24]2
US04859233,UNK,Cl[C:1](=[O:2])[c:3]1[c:4]([Cl:5])[cH:6][cH:7][c:8]([Cl:9])[c:10]1[Cl:11].[NH2:12][NH2:13]>>[C:1](=[O:2])([c:3]1[c:4]([Cl:5])[cH:6][cH:7][c:8]([Cl:9])[c:10]1[Cl:11])[NH:13][NH2:12]
US20030055064A1,UNK,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([CH:6]([NH:7][C:8]([CH3:9])=[O:10])[CH3:11])[cH:12][cH:13]1.[F:14][c:15]1[cH:16][cH:17][c:18]([N:19]2[CH2:20][CH2:21][NH:22][CH2:23][CH2:24]2)[cH:25][cH:26]1>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([CH:6]([NH:7][C:8]([CH3:9])=[O:10])[CH3:11])[cH:12][cH:13]1)[N:22]1[CH2:21][CH2:20][N:19]([c:18]2[cH:17][cH:16][c:15]([F:14])[cH:26][cH:25]2)[CH2:24][CH2:23]1
US20110092526A1,UNK,Cl[c:1]1[n:2][cH:3][c:4]([C:5](=[O:6])[NH:7][CH:8]2[CH:9]3[CH2:10][CH:11]4[CH2:12][CH:13]2[CH2:14][C:15]([OH:16])([CH2:17]4)[CH2:18]3)[c:19](-[n:20]2[cH:21][cH:22][cH:23][n:24]2)[n:25]1.[NH2:26][C@H:27]1[CH2:28][CH2:29][O:30][CH2:31]1>>[c:1]1([NH:26][C@H:27]2[CH2:28][CH2:29][O:30][CH2:31]2)[n:2][cH:3][c:4]([C:5](=[O:6])[NH:7][CH:8]2[CH:9]3[CH2:10][CH:11]4[CH2:12][CH:13]2[CH2:14][C:15]([OH:16])([CH2:17]4)[CH2:18]3)[c:19](-[n:20]2[cH:21][cH:22][cH:23][n:24]2)[n:25]1
US20050107377A1,UNK,Br[c:1]1[cH:2][s:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]12.OB(O)[c:10]1[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17]1>>[c:1]1(-[c:10]2[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17]2)[cH:2][s:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]12
US20130316938A1,UNK,O=[C:1]([CH3:2])[c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1.c1ccc([P+](c2ccccc2)(c2ccccc2)[CH2:13][CH2:14][c:15]2[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]2)cc1>>[C:1]([CH3:2])([c:3]1[cH:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]2[cH:12]1)=[CH:13][CH2:14][c:15]1[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]1
US20150045343A1,UNK,O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[cH:6][n:7][nH:8][c:9]2[cH:10]1.[CH3:11][NH:12][C:13](=[O:14])[CH2:15][C:16]#[N:17]>>[CH:1]([c:2]1[cH:3][cH:4][c:5]2[cH:6][n:7][nH:8][c:9]2[cH:10]1)=[C:15]([C:13]([NH:12][CH3:11])=[O:14])[C:16]#[N:17]
US09040703B2,UNK,O=[CH:1][CH2:2][CH2:3][C:4]([N:5]([CH3:6])[C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])([CH2:14][CH2:15][CH2:16][CH2:17][B:18]1[O:19][C:20]([CH3:21])([CH3:22])[C:23]([CH3:24])([CH3:25])[O:26]1)[C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33].[CH2:34]1[CH2:35][CH2:36][NH:37][CH2:38]1>>[CH2:1]([CH2:2][CH2:3][C:4]([N:5]([CH3:6])[C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])([CH2:14][CH2:15][CH2:16][CH2:17][B:18]1[O:19][C:20]([CH3:21])([CH3:22])[C:23]([CH3:24])([CH3:25])[O:26]1)[C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33])[N:37]1[CH2:36][CH2:35][CH2:34][CH2:38]1
US06329392B1,UNK,Cl[CH2:1][CH2:2][O:3][CH2:4][CH3:5].[CH3:6][O:7][c:8]1[cH:9][c:10]([C:11](=[O:12])[N:13]2[CH2:14][CH2:15][C:16]([CH2:17][CH2:18][N:19]3[CH2:20][CH2:21][CH:22]([C:23](=[O:24])[c:25]4[n:26][c:27]5[cH:28][cH:29][cH:30][cH:31][c:32]5[nH:33]4)[CH2:34][CH2:35]3)([c:36]3[cH:37][cH:38][cH:39][cH:40][cH:41]3)[CH2:42]2)[cH:43][c:44]([O:45][CH3:46])[c:47]1[O:48][CH3:49]>>[CH2:1]([CH2:2][O:3][CH2:4][CH3:5])[n:33]1[c:25]([C:23]([CH:22]2[CH2:21][CH2:20][N:19]([CH2:18][CH2:17][C:16]3([c:36]4[cH:37][cH:38][cH:39][cH:40][cH:41]4)[CH2:15][CH2:14][N:13]([C:11]([c:10]4[cH:9][c:8]([O:7][CH3:6])[c:47]([O:48][CH3:49])[c:44]([O:45][CH3:46])[cH:43]4)=[O:12])[CH2:42]3)[CH2:35][CH2:34]2)=[O:24])[n:26][c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]21
US20140228363A1,UNK,Cl[C:1]([CH3:2])=[O:3].[CH3:4][C@H:5]1[CH2:6][C:7]([c:8]2[cH:9][cH:10][n:11][cH:12][c:13]2[N+:14](=[O:15])[O-:16])=[CH:17][C@@H:18]([O:19][Si:20]([CH3:21])([CH3:22])[C:23]([CH3:24])([CH3:25])[CH3:26])[C@@:27]1([OH:28])[CH2:29][OH:30]>>[C:1]([CH3:2])(=[O:3])[O:30][CH2:29][C@@:27]1([OH:28])[C@@H:5]([CH3:4])[CH2:6][C:7]([c:8]2[cH:9][cH:10][n:11][cH:12][c:13]2[N+:14](=[O:15])[O-:16])=[CH:17][C@H:18]1[O:19][Si:20]([CH3:21])([CH3:22])[C:23]([CH3:24])([CH3:25])[CH3:26]
US20100286191A1,UNK,Br[CH2:1][C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8].[CH3:9][CH2:10][n:11]1[c:12](=[O:13])[nH:14][cH:15][c:16]1[CH3:17]>>[CH2:1]([C:2]([O:3][C:4]([CH3:5])([CH3:6])[CH3:7])=[O:8])[n:14]1[c:12](=[O:13])[n:11]([CH2:10][CH3:9])[c:16]([CH3:17])[cH:15]1
