Unnamed: 0,Reactants,Products,Reagents,Labels,Frequency,Split,Mask
4175,O[C:1]([c:2]1[c:3]([O:4][CH2:5][CH3:6])[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17]2)[cH:18]1)=[O:19].[NH2:20][C@@H:21]([CH2:22][CH2:23][OH:24])[CH2:25][c:26]1[cH:27][nH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]12,[C:1]([c:2]1[c:3]([O:4][CH2:5][CH3:6])[cH:7][cH:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17]2)[cH:18]1)(=[O:19])[NH:20][C@@H:21]([CH2:22][CH2:23][OH:24])[CH2:25][c:26]1[cH:27][nH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]12,,"[('b', 37, 547)]",4537,test,1
4176,C[O:1][C:2]([CH:3]([O:4][c:5]1[c:6]([Br:7])[c:8]2[cH:9][cH:10][c:11]([NH:12][C:13]([c:14]3[c:15]([CH2:16][CH2:17][CH2:18][CH3:19])[o:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]34)=[O:27])[cH:28][c:29]2[cH:30][cH:31]1)[CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)=[O:39],[OH:1][C:2]([CH:3]([O:4][c:5]1[c:6]([Br:7])[c:8]2[cH:9][cH:10][c:11]([NH:12][C:13]([c:14]3[c:15]([CH2:16][CH2:17][CH2:18][CH3:19])[o:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]34)=[O:27])[cH:28][c:29]2[cH:30][cH:31]1)[CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)=[O:39],,"[('a', 0, 124)]",1797,test,1
4177,Br[c:1]1[cH:2][c:3]([S:4](=[O:5])(=[O:6])[c:7]2[cH:8][cH:9][c:10]([NH2:11])[cH:12][cH:13]2)[cH:14][c:15]([CH3:16])[n:17]1.[CH3:18][NH2:19],[c:1]1([NH:19][CH3:18])[cH:2][c:3]([S:4](=[O:5])(=[O:6])[c:7]2[cH:8][cH:9][c:10]([NH2:11])[cH:12][cH:13]2)[cH:14][c:15]([CH3:16])[n:17]1,,"[('b', 1, 535)]",553,test,1
4178,Cl[c:14]1[n:15][cH:16][n:17][c:18]2[cH:19][c:20]([C:21]3=[CH:22][CH2:23][N:24]([C:25]([O:26][C:27]([CH3:28])([CH3:29])[CH3:30])=[O:31])[CH2:32][CH2:33]3)[s:34][c:35]12.CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([NH:5][S:6](=[O:7])(=[O:8])[CH:9]3[CH2:10][CH2:11]3)[cH:12][cH:13]2)OC1(C)C,[c:1]1(-[c:14]2[n:15][cH:16][n:17][c:18]3[cH:19][c:20]([C:21]4=[CH:22][CH2:23][N:24]([C:25]([O:26][C:27]([CH3:28])([CH3:29])[CH3:30])=[O:31])[CH2:32][CH2:33]4)[s:34][c:35]23)[cH:2][cH:3][c:4]([NH:5][S:6](=[O:7])(=[O:8])[CH:9]2[CH2:10][CH2:11]2)[cH:12][cH:13]1,,"[('b', 1, 509)]",142,test,1
4179,[O:5]=[C:6]1[NH:7][CH2:8][N:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[C:16]12[CH2:17][CH2:18][N:19]([CH:20]1[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]1)[CH2:30][CH2:31]2.Br[CH2:1][C:2]#[N:3],[CH2:1]([C:2]#[N:3])[N:7]1[C:6](=[O:5])[C:16]2([N:9]([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:8]1)[CH2:17][CH2:18][N:19]([CH:20]1[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]1)[CH2:30][CH2:31]2,,"[('b', 5, 543)]",955,test,1
4180,[CH3:11][CH2:12][CH2:13][CH2:14][O:15][C:16](=[O:17])[c:18]1[n:19][c:20]([N:21]2[CH2:22][CH2:23][C@H:24]([NH2:25])[C@H:26]([O:27][CH2:28][CH2:29][CH3:30])[CH2:31]2)[o:32][c:33]1[CH2:34][CH3:35].O[C:1]([c:2]1[nH:3][c:4]([CH2:5][CH3:6])[c:7]([Cl:8])[n:9]1)=[O:10],[C:1]([c:2]1[nH:3][c:4]([CH2:5][CH3:6])[c:7]([Cl:8])[n:9]1)(=[O:10])[NH:25][C@H:24]1[CH2:23][CH2:22][N:21]([c:20]2[n:19][c:18]([C:16]([O:15][CH2:14][CH2:13][CH2:12][CH3:11])=[O:17])[c:33]([CH2:34][CH3:35])[o:32]2)[CH2:31][C@H:26]1[O:27][CH2:28][CH2:29][CH3:30],,"[('b', 19, 547)]",4537,test,1
4181,CC(C)(C)OC(=O)[NH:1][CH:2]1[CH2:3][CH2:4][CH2:5][N:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14]1,[NH2:1][CH:2]1[CH2:3][CH2:4][CH2:5][N:6]([CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14]1,,"[('a', 0, 123)]",1493,test,1
4182,O[CH2:2][c:3]1[cH:4][c:5]([CH2:6][OH:7])[cH:8][c:9]([CH2:10][OH:11])[cH:12]1.BrC(Br)(Br)[Br:1],[Br:1][CH2:2][c:3]1[cH:4][c:5]([CH2:6][OH:7])[cH:8][c:9]([CH2:10][OH:11])[cH:12]1,,"[('b', 1, 485)]",60,test,1
4183,Cl[c:1]1[cH:2][n:3][cH:4][c:5]([Cl:6])[n:7]1.[CH3:8][CH2:9][CH:10]([CH3:11])[NH:12][CH3:13],[c:1]1([N:12]([CH:10]([CH2:9][CH3:8])[CH3:11])[CH3:13])[cH:2][n:3][cH:4][c:5]([Cl:6])[n:7]1,,"[('b', 1, 545)]",1916,test,1
4184,[F:15][C:16]([F:17])([F:18])[CH2:19][c:20]1[cH:21][c:22]2[c:23]([N:24]3[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]3)[n:30][cH:31][n:32][c:33]2[s:34]1.O[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][S:8]([NH2:9])(=[O:10])=[O:11])[cH:12][cH:13]1)=[O:14],[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][S:8]([NH2:9])(=[O:10])=[O:11])[cH:12][cH:13]1)(=[O:14])[N:27]1[CH2:26][CH2:25][N:24]([c:23]2[c:22]3[cH:21][c:20]([CH2:19][C:16]([F:15])([F:17])[F:18])[s:34][c:33]3[n:32][cH:31][n:30]2)[CH2:29][CH2:28]1,,"[('b', 27, 547)]",4537,test,1
4185,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][O:23][c:24]1[cH:25][cH:26][c:27]([CH:28]=[O:29])[c:30]([O:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH2:39][CH2:40][CH2:41][CH2:42][CH2:43][CH2:44][CH2:45][CH2:46][CH2:47][CH2:48][CH2:49][CH2:50][CH2:51][CH2:52][CH3:53])[cH:54]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][O:23][c:24]1[cH:25][cH:26][c:27]([CH2:28][OH:29])[c:30]([O:31][CH2:32][CH2:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH2:39][CH2:40][CH2:41][CH2:42][CH2:43][CH2:44][CH2:45][CH2:46][CH2:47][CH2:48][CH2:49][CH2:50][CH2:51][CH2:52][CH3:53])[cH:54]1,,"[('b', 54, 537), ('b', 55, 537)]",573,test,1
4186,O=[C:1]([CH2:2][C:3]([O:4][CH2:5][CH3:6])=[O:7])[C:8]([F:9])([F:10])[F:11].O=[CH:12][c:13]1[c:14]([NH2:15])[n:16][cH:17][c:18]([Cl:19])[cH:20]1,[c:1]1([C:8]([F:9])([F:10])[F:11])[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[cH:12][c:13]2[c:14]([n:15]1)[n:16][cH:17][c:18]([Cl:19])[cH:20]2,,"[('b', 38, 303), ('b', 21, 303)]",5,test,1
4187,I[c:1]1[c:2]([O:3][c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[cH:11][cH:12][c:13]([CH3:14])[n:15]1.OB(O)[c:16]1[c:17]([CH3:18])[cH:19][s:20][cH:21]1,[c:1]1(-[c:16]2[c:17]([CH3:18])[cH:19][s:20][cH:21]2)[c:2]([O:3][c:4]2[cH:5][cH:6][n:7][c:8]([Cl:9])[cH:10]2)[cH:11][cH:12][c:13]([CH3:14])[n:15]1,,"[('b', 0, 510)]",146,test,1
4188,O=[CH:1][CH2:2][C@@H:3]([C:4]([O:5][CH3:6])=[O:7])[CH2:8][C@@H:9]([O:10][CH3:11])[c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1.[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[N:26]1[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]1,[CH2:1]([CH2:2][C@H:3]([C:4]([O:5][CH3:6])=[O:7])[CH2:8][C@@H:9]([O:10][CH3:11])[c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1)[N:29]1[CH2:28][CH2:27][N:26]([C:24]([O:23][C:20]([CH3:19])([CH3:21])[CH3:22])=[O:25])[CH2:31][CH2:30]1,,"[('b', 35, 544)]",1299,test,1
4189,O[CH2:2][c:3]1[n:4][cH:5][c:6]([CH:7]2[CH2:8][CH2:9]2)[cH:10][n:11]1.BrC(Br)(Br)[Br:1],[Br:1][CH2:2][c:3]1[n:4][cH:5][c:6]([CH:7]2[CH2:8][CH2:9]2)[cH:10][n:11]1,,"[('b', 1, 485)]",60,test,1
4190,[NH2:11][c:12]1[cH:13][cH:14][c:15]2[c:16]([cH:17]1)[CH2:18][CH2:19][N:20]([CH:21]1[CH2:22][CH2:23][CH2:24]1)[CH2:25][CH2:26]2.Cl[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1)=[O:10],[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1)(=[O:10])[NH:11][c:12]1[cH:13][cH:14][c:15]2[c:16]([cH:17]1)[CH2:18][CH2:19][N:20]([CH:21]1[CH2:22][CH2:23][CH2:24]1)[CH2:25][CH2:26]2,,"[('b', 19, 546)]",2537,test,1
4191,[CH:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8][cH:9][n:10]2[CH2:11][CH:12]2[CH2:13][CH2:14][N:15]([C:16](=[O:17])[CH2:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[CH2:26][CH2:27]2)[cH:28]1.[N-:29]=[N+:30]=[N-:31],[cH:1]1[c:2](-[c:3]2[cH:4][cH:5][c:6]3[c:7]([cH:8][cH:9][n:10]3[CH2:11][CH:12]3[CH2:13][CH2:14][N:15]([C:16](=[O:17])[CH2:18][CH2:19][c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4)[CH2:26][CH2:27]3)[cH:28]2)[n:29][n:30][nH:31]1,,"[('b', 61, 118), ('b', 54, 118)]",1,test,1
4192,Cl[CH:1]1[CH2:2][c:3]2[c:4]([c:5]([Cl:6])[cH:7][c:8]([Cl:9])[cH:10]2)[S:11][c:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2.[OH:18][CH2:19][CH2:20][Br:21],[CH:1]1([O:18][CH2:19][CH2:20][Br:21])[CH2:2][c:3]2[c:4]([c:5]([Cl:6])[cH:7][c:8]([Cl:9])[cH:10]2)[S:11][c:12]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2,,"[('b', 1, 538)]",782,test,1
4193,I[c:1]1[c:2]([CH2:3][CH3:4])[c:5]([C:6](=[O:7])[O:8][CH3:9])[c:10]([CH:11]=[O:12])[nH:13]1.[CH:14]#[C:15][CH2:16][Si:17]([CH3:18])([CH3:19])[CH3:20],[c:1]1([C:14]#[C:15][CH2:16][Si:17]([CH3:18])([CH3:19])[CH3:20])[c:2]([CH2:3][CH3:4])[c:5]([C:6](=[O:7])[O:8][CH3:9])[c:10]([CH:11]=[O:12])[nH:13]1,,"[('b', 1, 516)]",212,test,1
4194,[O:8]=[c:9]1[nH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][c:17]([Cl:18])[cH:19]2)[c:20]2[n:21][cH:22][cH:23][cH:24][c:25]12.Cl[CH2:1][c:2]1[cH:3][cH:4][n:5][cH:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][n:5][cH:6][cH:7]1)[n:10]1[c:9](=[O:8])[c:25]2[c:20]([c:12](-[c:13]3[cH:14][cH:15][cH:16][c:17]([Cl:18])[cH:19]3)[cH:11]1)[n:21][cH:22][cH:23][cH:24]2,,"[('b', 13, 524)]",307,test,1
4195,O[C:1](=[O:2])[CH2:3][n:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13]([CH:14]2[CH2:15][CH2:16]2)[c:17]1=[O:18].[CH3:19][CH:20]([NH2:21])[c:22]1[cH:23][cH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[cH:31]1,[C:1](=[O:2])([CH2:3][n:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13]([CH:14]2[CH2:15][CH2:16]2)[c:17]1=[O:18])[NH:21][CH:20]([CH3:19])[c:22]1[cH:23][cH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[cH:31]1,,"[('b', 35, 547)]",4537,test,1
4196,CC(C)(C)OC(=O)[N:1]1[C@H:2]([C:3]([NH:4][CH2:5][c:6]2[c:7]([CH:8]([NH:9][c:10]3[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17]3)[C:18]([F:19])([F:20])[F:21])[cH:22][cH:23][c:24]([Cl:25])[cH:26]2)=[O:27])[CH2:28][CH2:29][CH2:30]1,[NH:1]1[C@H:2]([C:3]([NH:4][CH2:5][c:6]2[c:7]([CH:8]([NH:9][c:10]3[cH:11][cH:12][c:13]([O:14][CH3:15])[cH:16][cH:17]3)[C:18]([F:19])([F:20])[F:21])[cH:22][cH:23][c:24]([Cl:25])[cH:26]2)=[O:27])[CH2:28][CH2:29][CH2:30]1,,"[('a', 0, 123)]",1493,test,1
4197,Cl[S:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][c:14](-[c:15]4[cH:16][cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]4)[cH:25][c:26]([CH3:27])[n:28]3)[n:29]2)[cH:30]1)(=[O:31])=[O:32].[CH2:33]1[CH2:34][O:35][CH2:36][CH2:37][NH:38]1,[S:1]([c:2]1[cH:3][cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][c:14](-[c:15]4[cH:16][cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][cH:24]4)[cH:25][c:26]([CH3:27])[n:28]3)[n:29]2)[cH:30]1)(=[O:31])(=[O:32])[N:38]1[CH2:33][CH2:34][O:35][CH2:36][CH2:37]1,,"[('b', 63, 540)]",828,test,1
4198,[CH3:6][NH:7][CH:8]([c:9]1[cH:10][n:11][cH:12][cH:13][c:14]1[C:15]([F:16])([F:17])[F:18])[CH:19]([CH3:20])[CH3:21].Cl[C:1]([CH2:2][CH2:3][CH3:4])=[O:5],[C:1]([CH2:2][CH2:3][CH3:4])(=[O:5])[N:7]([CH3:6])[CH:8]([c:9]1[cH:10][n:11][cH:12][cH:13][c:14]1[C:15]([F:16])([F:17])[F:18])[CH:19]([CH3:20])[CH3:21],,"[('b', 9, 546)]",2537,test,1
4199,[CH3:4][C@@H:5]1[CH2:6][NH:7][C:8](=[O:9])[CH2:10][O:11]1.Cl[CH2:1][O:2][CH3:3],[CH2:1]([O:2][CH3:3])[N:7]1[CH2:6][C@@H:5]([CH3:4])[O:11][CH2:10][C:8]1=[O:9],,"[('b', 5, 546)]",2537,test,1
4200,[CH3:2][CH2:3][S:4][c:5]1[cH:6][cH:7][n:8][c:9](-[c:10]2[cH:11][n:12]3[c:13]([n:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]34)[s:21]2)[c:22]1[CH3:23].O=C(O[OH:1])c1cccc(Cl)c1,[O:1]=[S:21]1[C:10]([c:9]2[n:8][cH:7][cH:6][c:5]([S:4][CH2:3][CH3:2])[c:22]2[CH3:23])=[CH:11][n:12]2[c:13]1[n:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]21,,[],0,test,0
4201,[CH3:10][O:11][c:12]1[cH:13][cH:14][cH:15][c:16]([O:17][CH3:18])[c:19]1[CH:20]1[CH2:21][CH2:22][CH2:23][C:24](=[O:25])[NH:26]1.Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[N:26]1[CH:20]([c:19]2[c:12]([O:11][CH3:10])[cH:13][cH:14][cH:15][c:16]2[O:17][CH3:18])[CH2:21][CH2:22][CH2:23][C:24]1=[O:25],,"[('b', 17, 546)]",2537,test,1
4202,[SH:7][c:8]1[cH:9][cH:10][c:11]([Br:12])[cH:13][cH:14]1.Cl[C:1]([CH:2]=[C:3]([CH3:4])[CH3:5])=[O:6],[C:1]([CH:2]=[C:3]([CH3:4])[CH3:5])(=[O:6])[S:7][c:8]1[cH:9][cH:10][c:11]([Br:12])[cH:13][cH:14]1,,"[('b', 11, 501)]",100,test,1
4203,O=[C:1]([NH:2][CH3:3])[CH2:4][CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][c:15]2[nH:16][n:17][c:18]([O:19][CH3:20])[c:21]2[cH:22]1,[CH2:1]([NH:2][CH3:3])[CH2:4][CH:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[c:12]1[cH:13][cH:14][c:15]2[nH:16][n:17][c:18]([O:19][CH3:20])[c:21]2[cH:22]1,,"[('a', 0, 120)]",433,test,1
4204,Cl[CH2:1][c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](-[c:8]2[n:9][cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16]2)[n:17]1.[CH3:18][NH:19][CH2:20][c:21]1[cH:22][c:23](-[n:24]2[cH:25][cH:26][cH:27][cH:28]2)[cH:29][cH:30][n:31]1,[CH2:1]([c:2]1[cH:3][c:4]([OH:5])[cH:6][c:7](-[c:8]2[n:9][cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16]2)[n:17]1)[N:19]([CH3:18])[CH2:20][c:21]1[cH:22][c:23](-[n:24]2[cH:25][cH:26][cH:27][cH:28]2)[cH:29][cH:30][n:31]1,,"[('b', 33, 546)]",2537,test,1
4205,[CH3:28][O:29][c:30]1[cH:31][cH:32][cH:33][cH:34][c:35]1[CH2:36][O:37][CH2:38][CH2:39][CH2:40][O:41][c:42]1[cH:43][cH:44][c:45]([CH:46]2[CH2:47][CH2:48][N:49]([C:50](=[O:51])[O:52][CH2:53][c:54]3[cH:55][cH:56][cH:57][cH:58][cH:59]3)[CH2:60][CH:61]2[OH:62])[cH:63][cH:64]1.Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([CH2:9][CH2:10][CH2:11][CH2:12][O:13][Si:14]([CH:15]([CH3:16])[CH3:17])([CH:18]([CH3:19])[CH3:20])[CH:21]([CH3:22])[CH3:23])[C:24](=[O:25])[CH2:26][O:27]2,[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([CH2:9][CH2:10][CH2:11][CH2:12][O:13][Si:14]([CH:15]([CH3:16])[CH3:17])([CH:18]([CH3:19])[CH3:20])[CH:21]([CH3:22])[CH3:23])[C:24](=[O:25])[CH2:26][O:27]2)[O:62][CH:61]1[CH:46]([c:45]2[cH:44][cH:43][c:42]([O:41][CH2:40][CH2:39][CH2:38][O:37][CH2:36][c:35]3[c:30]([O:29][CH3:28])[cH:31][cH:32][cH:33][cH:34]3)[cH:64][cH:63]2)[CH2:47][CH2:48][N:49]([C:50](=[O:51])[O:52][CH2:53][c:54]2[cH:55][cH:56][cH:57][cH:58][cH:59]2)[CH2:60]1,,"[('b', 53, 538)]",782,test,1
4206,O[C:1]([CH2:2][n:3]1[c:4]([CH3:5])[c:6]([Cl:7])[c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1)=[O:14].[CH3:15][c:16]1[cH:17][cH:18][cH:19][c:20]([N:21]2[CH2:22][CH2:23][NH:24][CH2:25][CH:26]2[CH3:27])[cH:28]1,[C:1]([CH2:2][n:3]1[c:4]([CH3:5])[c:6]([Cl:7])[c:8]([C:9]([F:10])([F:11])[F:12])[n:13]1)(=[O:14])[N:24]1[CH2:23][CH2:22][N:21]([c:20]2[cH:19][cH:18][cH:17][c:16]([CH3:15])[cH:28]2)[CH:26]([CH3:27])[CH2:25]1,,"[('b', 27, 547)]",4537,test,1
4207,[NH2:7][C@@H:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[CH2:15][C@H:16]1[NH:17][C:18](=[O:19])[c:20]1[cH:21][c:22]2[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]2[nH:29]1.O[C:1]([CH2:2][CH2:3][O:4][CH3:5])=[O:6],[C:1]([CH2:2][CH2:3][O:4][CH3:5])(=[O:6])[NH:7][C@@H:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[CH2:15][C@H:16]1[NH:17][C:18](=[O:19])[c:20]1[cH:21][c:22]2[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]2[nH:29]1,,"[('b', 11, 547)]",4537,test,1
4208,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[o:6][c:7]([CH3:8])[c:9]([CH2:10][CH2:11][N:12]3[CH2:13][CH2:14][CH2:15][CH2:16]3)[n:17]2)[cH:18][cH:19]1.OB(O)[c:20]1[cH:21][cH:22][cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29]1,[c:1]1(-[c:20]2[cH:21][cH:22][cH:23][c:24]([S:25]([CH3:26])(=[O:27])=[O:28])[cH:29]2)[cH:2][cH:3][c:4](-[c:5]2[o:6][c:7]([CH3:8])[c:9]([CH2:10][CH2:11][N:12]3[CH2:13][CH2:14][CH2:15][CH2:16]3)[n:17]2)[cH:18][cH:19]1,,"[('b', 0, 541)]",900,test,1
4209,[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH2:7][CH2:8][S:9]([CH3:10])(=[O:11])=[O:12])[cH:13][c:14]([CH3:15])[c:16]1-[c:17]1[cH:18][cH:19][cH:20][c:21]([CH:22]=[O:23])[cH:24]1,[CH3:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH2:7][CH2:8][S:9]([CH3:10])(=[O:11])=[O:12])[cH:13][c:14]([CH3:15])[c:16]1-[c:17]1[cH:18][cH:19][cH:20][c:21]([CH2:22][OH:23])[cH:24]1,,"[('b', 42, 537), ('b', 43, 537)]",573,test,1
4210,CC[O:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9](=[O:10])[NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[NH:18][C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25],[OH:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9](=[O:10])[NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[NH:18][C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25],,"[('a', 0, 121)]",1123,test,1
4211,c1ccc(C[O:1][c:2]2[cH:3][cH:4][c:5]([CH3:6])[c:7](-[c:8]3[cH:9][c:10]([Cl:11])[n:12][c:13]([NH2:14])[n:15]3)[cH:16]2)cc1,[OH:1][c:2]1[cH:3][cH:4][c:5]([CH3:6])[c:7](-[c:8]2[cH:9][c:10]([Cl:11])[n:12][c:13]([NH2:14])[n:15]2)[cH:16]1,,"[('a', 0, 119)]",385,test,1
4212,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[c:8]([N+:9](=[O:10])[O-:11])[cH:12]1.[NH2:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[Br:21],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([Cl:7])[c:8]([N+:9](=[O:10])[O-:11])[cH:12]1)[NH:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[Br:21],,"[('b', 23, 546)]",2537,test,1
4213,[CH3:6][n:7]1[c:8](=[O:9])[n:10](-[c:11]2[cH:12][c:13]([O:14][CH2:15][CH2:16][OH:17])[c:18]([Cl:19])[cH:20][c:21]2[F:22])[c:23](=[O:24])[cH:25][c:26]1[C:27]([F:28])([F:29])[F:30].Cl[C:1]([N:2]([CH3:3])[CH3:4])=[O:5],[C:1]([N:2]([CH3:3])[CH3:4])(=[O:5])[O:17][CH2:16][CH2:15][O:14][c:13]1[cH:12][c:11](-[n:10]2[c:8](=[O:9])[n:7]([CH3:6])[c:26]([C:27]([F:28])([F:29])[F:30])[cH:25][c:23]2=[O:24])[c:21]([F:22])[cH:20][c:18]1[Cl:19],,"[('b', 9, 538)]",782,test,1
4214,[CH3:4][c:5]1[n:6][n:7]([CH:8]2[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]2)[c:14]2[c:15]1[n:16][c:17](-[c:18]1[cH:19][cH:20][c:21]([NH2:22])[cH:23][cH:24]1)[nH:25][c:26]2=[O:27].CC(=O)O[C:2]([CH3:1])=[O:3],[CH3:1][C:2](=[O:3])[NH:22][c:21]1[cH:20][cH:19][c:18](-[c:17]2[n:16][c:15]3[c:5]([CH3:4])[n:6][n:7]([CH:8]4[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]4)[c:14]3[c:26](=[O:27])[nH:25]2)[cH:24][cH:23]1,,"[('b', 5, 514)]",174,test,1
4215,CC[O:1][C:2](=[O:3])[CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[CH2:12][CH2:13][O:14][CH2:15][CH2:16]1,[OH:1][C:2](=[O:3])[CH:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:11]1[CH2:12][CH2:13][O:14][CH2:15][CH2:16]1,,"[('a', 0, 121)]",1123,test,1
