,Reactants,Products,Reagents,Labels,Frequency
35545,CC1(C)OB([c:8]2[cH:9][cH:10][c:11]([O:12][c:13]3[cH:14][cH:15][cH:16][c:17]([CH2:18][C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]3)[c:25]([CH2:26][N:27]3[C:28](=[O:29])[O:30][C@H:31]([c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)[C@@H:38]3[CH3:39])[cH:40]2)OC1(C)C.Br[c:1]1[c:2]([CH3:3])[n:4][o:5][c:6]1[CH3:7],[c:1]1(-[c:8]2[cH:9][cH:10][c:11]([O:12][c:13]3[cH:14][cH:15][cH:16][c:17]([CH2:18][C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24]3)[c:25]([CH2:26][N:27]3[C:28](=[O:29])[O:30][C@H:31]([c:32]4[cH:33][cH:34][cH:35][cH:36][cH:37]4)[C@@H:38]3[CH3:39])[cH:40]2)[c:2]([CH3:3])[n:4][o:5][c:6]1[CH3:7],,"[('b', 0, 518)]",452
35546,[CH3:7][O:8][CH2:9][CH2:10][CH2:11][NH:12][c:13]1[n:14][o:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][O:21][c:22]3[cH:23][cH:24][c:25](-[c:26]4[cH:27][c:28]([F:29])[c:30]([F:31])[cH:32][c:33]4[O:34][CH3:35])[cH:36][cH:37]3)[cH:38][c:39]12.Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6],[CH2:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[N:12]([CH2:11][CH2:10][CH2:9][O:8][CH3:7])[c:13]1[n:14][o:15][c:16]2[cH:17][cH:18][c:19]([CH2:20][O:21][c:22]3[cH:23][cH:24][c:25](-[c:26]4[cH:27][c:28]([F:29])[c:30]([F:31])[cH:32][c:33]4[O:34][CH3:35])[cH:36][cH:37]3)[cH:38][c:39]12,,"[('b', 11, 529)]",955
35547,CC(C)(C)OC(=O)[NH:1][C:2]([C:3]([N:4]1[CH2:5][CH2:6][C:7]([CH2:8][CH2:9][N:10]2[C@@H:11]3[CH2:12][CH:13]([n:14]4[c:15]([CH3:16])[n:17][c:18]5[cH:19][cH:20][cH:21][cH:22][c:23]45)[CH2:24][C@H:25]2[CH2:26][CH2:27]3)([c:28]2[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]2)[CH2:35][CH2:36]1)=[O:37])([CH3:38])[CH:39]([CH3:40])[CH3:41],[NH2:1][C:2]([C:3]([N:4]1[CH2:5][CH2:6][C:7]([CH2:8][CH2:9][N:10]2[C@H:11]3[CH2:12][CH:13]([n:14]4[c:15]([CH3:16])[n:17][c:18]5[cH:19][cH:20][cH:21][cH:22][c:23]45)[CH2:24][C@@H:25]2[CH2:26][CH2:27]3)([c:28]2[cH:29][cH:30][cH:31][c:32]([F:33])[cH:34]2)[CH2:35][CH2:36]1)=[O:37])([CH3:38])[CH:39]([CH3:40])[CH3:41],,"[('a', 0, 122)]",1493
35548,CC(C)(C)OC(=O)[NH:1][c:2]1[cH:3][n:4](-[c:5]2[cH:6][cH:7][cH:8][n:9][cH:10]2)[n:11][c:12]1[Cl:13],[NH2:1][c:2]1[cH:3][n:4](-[c:5]2[cH:6][cH:7][cH:8][n:9][cH:10]2)[n:11][c:12]1[Cl:13],,"[('a', 0, 122)]",1493
35549,O=S(=O)(O[c:1]1[cH:2][n:3][cH:4][c:5]([Cl:6])[cH:7]1)C(F)(F)F.[CH:8]#[C:9][Si:10]([CH3:11])([CH3:12])[CH3:13],[c:1]1([C:8]#[C:9][Si:10]([CH3:11])([CH3:12])[CH3:13])[cH:2][n:3][cH:4][c:5]([Cl:6])[cH:7]1,,"[('b', 1, 411)]",19
35550,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11](=[O:12])(=[O:13])[N:14]=[C:15]=[O:16].[CH3:17][n:18]1[cH:19][c:20]([Cl:21])[n:22][c:23]([NH2:24])[c:25]1=[O:26],[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11](=[O:12])(=[O:13])[NH:14][C:15](=[O:16])[NH:24][c:23]1[n:22][c:20]([Cl:21])[cH:19][n:18]([CH3:17])[c:25]1=[O:26],,"[('b', 31, 522)]",566
35551,[CH3:3][c:4]1[cH:5][c:6]([C:7](=[O:8])[OH:9])[cH:10][cH:11][c:12]1[F:13].O[CH2:1][CH3:2],[CH2:1]([CH3:2])[O:9][C:7]([c:6]1[cH:5][c:4]([CH3:3])[c:12]([F:13])[cH:11][cH:10]1)=[O:8],,"[('b', 3, 525)]",804
35552,[CH3:14][c:15]1[cH:16][n:17][c:18]([N:19]2[CH2:20][CH2:21][CH:22]([NH:23][CH:24]3[CH2:25][CH2:26]3)[CH2:27][CH2:28]2)[cH:29][n:30]1.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][n:9][cH:10][o:11]2)[n:12][cH:13]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][n:9][cH:10][o:11]2)[n:12][cH:13]1)[N:23]([CH:22]1[CH2:21][CH2:20][N:19]([c:18]2[n:17][cH:16][c:15]([CH3:14])[n:30][cH:29]2)[CH2:28][CH2:27]1)[CH:24]1[CH2:25][CH2:26]1,,"[('b', 25, 533)]",4537
35553,Br[c:1]1[cH:2][c:3]2[cH:4][c:5]([CH2:6][CH2:7][N:8]3[CH:9]([CH3:10])[CH2:11][CH2:12][CH2:13]3)[n:14]([CH3:15])[c:16]2[cH:17][cH:18]1.OB(O)[c:19]1[cH:20][cH:21][c:22]([C:23]#[N:24])[cH:25][cH:26]1,[c:1]1(-[c:19]2[cH:20][cH:21][c:22]([C:23]#[N:24])[cH:25][cH:26]2)[cH:2][c:3]2[cH:4][c:5]([CH2:6][CH2:7][N:8]3[CH:9]([CH3:10])[CH2:11][CH2:12][CH2:13]3)[n:14]([CH3:15])[c:16]2[cH:17][cH:18]1,,"[('b', 0, 527)]",900
35554,[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[NH:11][CH2:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][c:18]([O:19][CH2:20][C:21](=[O:22])[OH:23])[cH:24][cH:25]1.O[CH:1]([CH3:2])[CH3:3],[CH:1]([CH3:2])([CH3:3])[O:23][C:21]([CH2:20][O:19][c:18]1[cH:17][cH:16][c:15]([C:13]([CH2:12][NH:11][C:9]([O:8][C:5]([CH3:4])([CH3:6])[CH3:7])=[O:10])=[O:14])[cH:25][cH:24]1)=[O:22],,"[('b', 5, 525)]",804
35555,[Cl:7][c:8]1[cH:9][cH:10][c:11]2[s:12][cH:13][cH:14][c:15]2[cH:16]1.Cl[C:1]([CH:2]([CH2:3][CH3:4])[Br:5])=[O:6],[C:1]([CH:2]([CH2:3][CH3:4])[Br:5])(=[O:6])[c:13]1[s:12][c:11]2[cH:10][cH:9][c:8]([Cl:7])[cH:16][c:15]2[cH:14]1,,"[('b', 11, 493)]",109
35556,Cl[CH2:1][c:2]1[cH:3][n:4][c:5](-[c:6]2[nH:7][c:8]3[c:9]([N:10]([CH3:11])[S:12](=[O:13])(=[O:14])[c:15]4[cH:16][cH:17][cH:18][s:19]4)[cH:20][cH:21][c:22]([CH3:23])[c:24]3[cH:25]2)[s:26]1.[CH3:27][C:28](=[O:29])[N:30]1[CH2:31][CH2:32][NH:33][CH2:34][CH2:35]1,[CH2:1]([c:2]1[cH:3][n:4][c:5](-[c:6]2[nH:7][c:8]3[c:9]([N:10]([CH3:11])[S:12](=[O:13])(=[O:14])[c:15]4[cH:16][cH:17][cH:18][s:19]4)[cH:20][cH:21][c:22]([CH3:23])[c:24]3[cH:25]2)[s:26]1)[N:33]1[CH2:32][CH2:31][N:30]([C:28]([CH3:27])=[O:29])[CH2:35][CH2:34]1,,"[('b', 51, 532)]",2537
35557,Cl[c:1]1[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1.[CH3:23][c:24]1[cH:25][c:26](=[O:27])[o:28][c:29]2[cH:30][c:31]([OH:32])[cH:33][cH:34][c:35]12,[c:1]1([O:32][c:31]2[cH:30][c:29]3[o:28][c:26](=[O:27])[cH:25][c:24]([CH3:23])[c:35]3[cH:34][cH:33]2)[c:2]2[cH:3][n:4][n:5]([CH:6]3[CH2:7][CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH2:18]3)[c:19]2[n:20][cH:21][n:22]1,,"[('b', 1, 519)]",452
35558,[F:6][c:7]1[cH:8][cH:9][c:10](-[c:11]2[n:12][c:13]([S:14][C:15]([F:16])([F:17])[CH:18]([F:19])[F:20])[nH:21][c:22]2-[c:23]2[cH:24][cH:25][c:26]([F:27])[cH:28][cH:29]2)[cH:30][cH:31]1.Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[n:21]1[c:13]([S:14][C:15]([F:16])([F:17])[CH:18]([F:19])[F:20])[n:12][c:11](-[c:10]2[cH:9][cH:8][c:7]([F:6])[cH:31][cH:30]2)[c:22]1-[c:23]1[cH:24][cH:25][c:26]([F:27])[cH:28][cH:29]1,,"[('b', 9, 511)]",307
35559,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1.[CH3:12][O:13][c:14]1[cH:15][cH:16][cH:17][c:18]([C@@H:19]([CH3:20])[NH2:21])[cH:22]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1)[NH:21][C@@H:19]([c:18]1[cH:17][cH:16][cH:15][c:14]([O:13][CH3:12])[cH:22]1)[CH3:20],,"[('b', 21, 529)]",955
35560,[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:6])[c:7]1[CH:8]=[O:9],[CH3:1][c:2]1[n:3][o:4][c:5]([CH3:6])[c:7]1[CH2:8][OH:9],,"[('b', 14, 523), ('b', 15, 523)]",573
35561,O[C:1](=[O:2])[c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[n:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12.[CH3:20][O:21][c:22]1[cH:23][cH:24][c:25]2[c:26]([c:27]1[O:28][CH3:29])[CH2:30][CH2:31][NH:32][CH2:33]2,[C:1](=[O:2])([c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[n:13][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]12)[N:32]1[CH2:31][CH2:30][c:26]2[c:25]([cH:24][cH:23][c:22]([O:21][CH3:20])[c:27]2[O:28][CH3:29])[CH2:33]1,,"[('b', 37, 533)]",4537
35562,Cl[CH2:1][c:2]1[c:3]([N:4]([CH2:5][CH3:6])[CH2:7][CH3:8])[cH:9][c:10]([Cl:11])[n:12][n:13]1.[F:14][c:15]1[cH:16][cH:17][cH:18][c:19](-[c:20]2[n:21][cH:22][cH:23][nH:24]2)[n:25]1,[CH2:1]([c:2]1[c:3]([N:4]([CH2:5][CH3:6])[CH2:7][CH3:8])[cH:9][c:10]([Cl:11])[n:12][n:13]1)[n:24]1[c:20](-[c:19]2[cH:18][cH:17][cH:16][c:15]([F:14])[n:25]2)[n:21][cH:22][cH:23]1,,"[('b', 25, 511)]",307
35563,Cl[c:1]1[c:2]2[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][c:10]3[c:11]([F:12])[c:13]([F:14])[c:15]([F:16])[c:17]([F:18])[c:19]3[F:20])[cH:21][c:22]2[cH:23][cH:24][n:25]1.OB(O)[c:26]1[c:27]([O:28][CH3:29])[cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]1,[c:1]1(-[c:26]2[c:27]([O:28][CH3:29])[cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]2)[c:2]2[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][c:10]3[c:11]([F:12])[c:13]([F:14])[c:15]([F:16])[c:17]([F:18])[c:19]3[F:20])[cH:21][c:22]2[cH:23][cH:24][n:25]1,,"[('b', 0, 505)]",245
35564,[OH:17][c:18]1[cH:19][cH:20][c:21]2[c:22]([cH:23]1)[CH2:24][CH2:25][N:26]2[CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1.[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1,[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1)[O:17][c:18]1[cH:19][cH:20][c:21]2[c:22]([cH:23]1)[CH2:24][CH2:25][N:26]2[CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,,"[('b', 31, 476)]",65
35565,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]([CH2:13][c:14]1[cH:15][cH:16][c:17]([CH:18]=[O:19])[cH:20][cH:21]1)[S:22]([CH3:23])(=[O:24])=[O:25].[Mg+][CH2:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]([CH2:13][c:14]1[cH:15][cH:16][c:17]([CH:18]([OH:19])[CH2:26][CH2:27][c:28]2[cH:29][cH:30][cH:31][cH:32][cH:33]2)[cH:20][cH:21]1)[S:22]([CH3:23])(=[O:24])=[O:25],,"[('b', 37, 498)]",153
35566,I[c:1]1[cH:2][cH:3][c:4]([C:5]([NH:6][CH:7]2[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH2:13]2)=[O:14])[cH:15][cH:16]1.[CH3:17][c:18]1[n:19][cH:20][c:21](-[c:22]2[n:23][c:24]([NH2:25])[n:26][cH:27][c:28]2[F:29])[n:30]1[CH:31]([CH3:32])[CH3:33],[c:1]1([NH:25][c:24]2[n:23][c:22](-[c:21]3[cH:20][n:19][c:18]([CH3:17])[n:30]3[CH:31]([CH3:32])[CH3:33])[c:28]([F:29])[cH:27][n:26]2)[cH:2][cH:3][c:4]([C:5]([NH:6][CH:7]2[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH2:13]2)=[O:14])[cH:15][cH:16]1,,"[('b', 1, 491)]",107
35567,I[c:1]1[cH:2][cH:3][c:4]([O:5][C:6]([N:7]([CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)=[O:15])[cH:16][cH:17]1.[CH2:18]=[CH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,[c:1]1([CH:18]=[CH:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[cH:2][cH:3][c:4]([O:5][C:6]([N:7]([CH3:8])[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)=[O:15])[cH:16][cH:17]1,,"[('b', 1, 503)]",212
35568,Cl[c:1]1[c:2]([C:3]([F:4])([F:5])[F:6])[cH:7][c:8]([Br:9])[cH:10][n:11]1.[CH3:12][S-:13],[c:1]1([S:13][CH3:12])[c:2]([C:3]([F:4])([F:5])[F:6])[cH:7][c:8]([Br:9])[cH:10][n:11]1,,"[('b', 1, 401)]",16
35569,[CH3:7][C:8](=[O:9])[NH:10][c:11]1[cH:12][cH:13][c:14](-[c:15]2[cH:16][c:17](=[O:18])[c:19]3[c:20]([NH2:21])[c:22]([F:23])[cH:24][c:25]([F:26])[c:27]3[o:28]2)[cH:29][c:30]1[F:31].Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6],[CH2:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[N:10]([C:8]([CH3:7])=[O:9])[c:11]1[cH:12][cH:13][c:14](-[c:15]2[cH:16][c:17](=[O:18])[c:19]3[c:20]([NH2:21])[c:22]([F:23])[cH:24][c:25]([F:26])[c:27]3[o:28]2)[cH:29][c:30]1[F:31],,"[('b', 11, 529)]",955
35570,O[C:1]([CH:2]1[c:3]2[c:4]([CH3:5])[cH:6][cH:7][c:8]([O:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[c:17]2[CH2:18][CH2:19][CH2:20]1)=[O:21].[CH3:22][CH:23]([CH3:24])[c:25]1[cH:26][cH:27][c:28]([NH:29][CH2:30][c:31]2[cH:32][cH:33][c:34]([N:35]([CH3:36])[CH3:37])[cH:38][cH:39]2)[cH:40][cH:41]1,[C:1]([CH:2]1[c:3]2[c:4]([CH3:5])[cH:6][cH:7][c:8]([O:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[c:17]2[CH2:18][CH2:19][CH2:20]1)(=[O:21])[N:29]([c:28]1[cH:27][cH:26][c:25]([CH:23]([CH3:22])[CH3:24])[cH:41][cH:40]1)[CH2:30][c:31]1[cH:32][cH:33][c:34]([N:35]([CH3:36])[CH3:37])[cH:38][cH:39]1,,"[('b', 41, 533)]",4537
35571,[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][c:8]([CH3:9])[cH:10][c:11]([F:12])[cH:13]1.O=C1CCC(=O)N1[Br:1],[Br:1][CH2:9][c:8]1[cH:7][c:6]([C:4]([O:3][CH3:2])=[O:5])[cH:13][c:11]([F:12])[cH:10]1,,"[('b', 1, 499)]",157
35572,O=[N+:1]([O-])[c:2]1[c:3]([N:4]2[CH2:5][CH2:6][N:7]([CH3:8])[CH2:9][CH2:10]2)[n:11][c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][c:18]2[c:19]1[NH2:20],[NH2:1][c:2]1[c:3]([N:4]2[CH2:5][CH2:6][N:7]([CH3:8])[CH2:9][CH2:10]2)[n:11][c:12]2[cH:13][cH:14][c:15]([Cl:16])[cH:17][c:18]2[c:19]1[NH2:20],,"[('a', 0, 121)]",1277
35573,c1ccc(C[O:1][C:2]([C@H:3]([CH2:4][c:5]2[cH:6][cH:7][c:8]([N:9]3[CH2:10][C:11](=[O:12])[N:13]([CH2:14][c:15]4[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]4)[S:23]3(=[O:24])=[O:25])[cH:26][cH:27]2)[NH:28][C:29](=[O:30])[C@H:31]([CH2:32][c:33]2[cH:34][cH:35][cH:36][cH:37][cH:38]2)[NH:39][C:40]([CH3:41])=[O:42])=[O:43])cc1,[OH:1][C:2]([C@H:3]([CH2:4][c:5]1[cH:6][cH:7][c:8]([N:9]2[CH2:10][C:11](=[O:12])[N:13]([CH2:14][c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]3)[S:23]2(=[O:24])=[O:25])[cH:26][cH:27]1)[NH:28][C:29](=[O:30])[C@H:31]([CH2:32][c:33]1[cH:34][cH:35][cH:36][cH:37][cH:38]1)[NH:39][C:40]([CH3:41])=[O:42])=[O:43],,"[('a', 0, 118)]",385
35574,O=[C:1]1[c:2]2[cH:3][cH:4][c:5]([O:6][c:7]3[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]3)[n:14][c:15]2[O:16][CH2:17][CH2:18][N:19]1[CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,[CH2:1]1[c:2]2[cH:3][cH:4][c:5]([O:6][c:7]3[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]3)[n:14][c:15]2[O:16][CH2:17][CH2:18][N:19]1[CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,,"[('a', 0, 119)]",433
35575,CC[O:1][C:2](=[O:3])[CH2:4][O:5][c:6]1[cH:7][c:8]([F:9])[cH:10][c:11]([C:12]2([O:13][CH3:14])[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[cH:20]1,[OH:1][C:2](=[O:3])[CH2:4][O:5][c:6]1[cH:7][c:8]([F:9])[cH:10][c:11]([C:12]2([O:13][CH3:14])[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[cH:20]1,,"[('a', 0, 120)]",1123
35576,[CH3:6][CH2:7][O:8][C:9](=[NH:10])[CH2:11][CH:12]([CH3:13])[CH3:14].Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[N:10]=[C:9]([O:8][CH2:7][CH3:6])[CH2:11][CH:12]([CH3:13])[CH3:14],,"[('b', 9, 532)]",2537
35577,[CH2:1]=[CH:2][c:3]1[cH:4][c:5]([O:6][CH2:7][CH3:8])[cH:9][cH:10][c:11]1[CH2:12][n:13]1[c:14]([CH3:15])[n:16][c:17]2[c:18]([CH3:19])[cH:20][c:21]([O:22][CH2:23][CH2:24][CH2:25][C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:31][c:32]12,[CH3:1][CH2:2][c:3]1[cH:4][c:5]([O:6][CH2:7][CH3:8])[cH:9][cH:10][c:11]1[CH2:12][n:13]1[c:14]([CH3:15])[n:16][c:17]2[c:18]([CH3:19])[cH:20][c:21]([O:22][CH2:23][CH2:24][CH2:25][C:26](=[O:27])[O:28][CH2:29][CH3:30])[cH:31][c:32]12,,"[('b', 0, 516), ('b', 1, 516)]",442
35578,[CH3:7][c:8]1[cH:9][cH:10][c:11]2[c:12]([N:13]3[CH2:14][CH2:15][N:16]([CH2:17][CH2:18][c:19]4[cH:20][cH:21][cH:22][c:23]([NH2:24])[cH:25]4)[CH2:26][CH2:27]3)[cH:28][cH:29][cH:30][c:31]2[n:32]1.Cl[S:1]([CH2:2][CH2:3][CH3:4])(=[O:5])=[O:6],[S:1]([CH2:2][CH2:3][CH3:4])(=[O:5])(=[O:6])[NH:24][c:23]1[cH:22][cH:21][cH:20][c:19]([CH2:18][CH2:17][N:16]2[CH2:15][CH2:14][N:13]([c:12]3[c:11]4[cH:10][cH:9][c:8]([CH3:7])[n:32][c:31]4[cH:30][cH:29][cH:28]3)[CH2:27][CH2:26]2)[cH:25]1,,"[('b', 11, 526)]",828
35579,[CH3:8][CH2:9][O:10][C:11](=[O:12])[C:13]([C:14](=[O:15])[N:16]([CH3:17])[CH3:18])=[C:19]([OH:20])[c:21]1[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]1[Cl:28].I[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:20][C:19](=[C:13]([C:11]([O:10][CH2:9][CH3:8])=[O:12])[C:14](=[O:15])[N:16]([CH3:17])[CH3:18])[c:21]1[cH:22][cH:23][c:24]([Cl:25])[cH:26][c:27]1[Cl:28],,"[('b', 13, 512)]",307
35580,O=C(OCc1ccccc1)[N:1]1[CH2:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH:13]1[C:14](=[O:15])[NH:16][c:17]1[cH:18][cH:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[cH:26]1,[NH:1]1[CH2:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH:13]1[C:14](=[O:15])[NH:16][c:17]1[cH:18][cH:19][c:20]2[cH:21][cH:22][cH:23][cH:24][c:25]2[cH:26]1,,"[('a', 0, 115)]",197
35581,[CH3:13][O:14][c:15]1[cH:16][c:17]([C@@H:18]2[CH2:19][CH2:20][CH2:21][CH2:22][C@H:23]2[NH2:24])[cH:25][cH:26][c:27]1[OH:28].O[C:1]([C@@H:2]([NH:3][S:4]([CH2:5][CH3:6])(=[O:7])=[O:8])[CH:9]([CH3:10])[CH3:11])=[O:12],[C:1]([C@@H:2]([NH:3][S:4]([CH2:5][CH3:6])(=[O:7])=[O:8])[CH:9]([CH3:10])[CH3:11])(=[O:12])[NH:24][C@H:23]1[C@H:18]([c:17]2[cH:16][c:15]([O:14][CH3:13])[c:27]([OH:28])[cH:26][cH:25]2)[CH2:19][CH2:20][CH2:21][CH2:22]1,,"[('b', 23, 533)]",4537
35582,Cl[c:1]1[n:2]([CH3:3])[c:4](=[O:5])[c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16]2)[c:17](-[c:18]2[cH:19][cH:20][n:21][cH:22][cH:23]2)[n:24]1.[NH2:26][CH2:27][CH2:28][C@H:29]([NH2:30])[c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1,[c:1]1([NH:26][CH2:27][CH2:28][C@H:29]([NH2:30])[c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[n:2]([CH3:3])[c:4](=[O:5])[c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16]2)[c:17](-[c:18]2[cH:19][cH:20][n:21][cH:22][cH:23]2)[n:24]1,,"[('b', 1, 531)]",1916
35583,[CH3:4][c:5]1[c:6]([CH2:7][c:8]2[cH:9][cH:10][c:11]([OH:12])[cH:13][c:14]2[F:15])[c:16]([O:17][C@@:18]2([OH:19])[O:20][C@H:21]([CH2:22][OH:23])[C@@H:24]([OH:25])[C@H:26]([OH:27])[C@H:28]2[OH:29])[n:30][n:31]1[CH:32]([CH3:33])[CH3:34].I[CH:1]([CH3:2])[CH3:3],[CH:1]([CH3:2])([CH3:3])[O:12][c:11]1[cH:10][cH:9][c:8]([CH2:7][c:6]2[c:5]([CH3:4])[n:31]([CH:32]([CH3:33])[CH3:34])[n:30][c:16]2[O:17][C@@:18]2([OH:19])[O:20][C@H:21]([CH2:22][OH:23])[C@@H:24]([OH:25])[C@H:26]([OH:27])[C@H:28]2[OH:29])[c:14]([F:15])[cH:13]1,,"[('b', 5, 512)]",307
35584,c1ccc(C[NH:1][CH2:2][C:3]([NH:4][C:5]([CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])([CH3:11])[CH3:12])=[O:13])cc1,[NH2:1][CH2:2][C:3]([NH:4][C:5]([CH2:6][CH2:7][CH2:8][CH2:9][CH3:10])([CH3:11])[CH3:12])=[O:13],,"[('a', 0, 113)]",193
35585,COc1ccc(C[N:1]([c:2]2[n:3][cH:4][c:5](-[c:6]3[c:7]4[c:8]([n:9][c:10]([N:11]5[CH2:12][CH2:13][O:14][CH2:15][CH2:16]5)[n:17]3)[N:18]([c:19]3[cH:20][c:21]([N:22]5[CH2:23][CH2:24][N:25]([CH2:26][CH3:27])[CH2:28][CH2:29]5)[n:30][cH:31][cH:32]3)[CH2:33][CH2:34]4)[cH:35][n:36]2)[CH2:37][c:38]2[cH:39][cH:40][c:41]([O:42][CH3:43])[cH:44][cH:45]2)cc1,[NH:1]([c:2]1[n:3][cH:4][c:5](-[c:6]2[c:7]3[c:8]([n:9][c:10]([N:11]4[CH2:12][CH2:13][O:14][CH2:15][CH2:16]4)[n:17]2)[N:18]([c:19]2[cH:20][c:21]([N:22]4[CH2:23][CH2:24][N:25]([CH2:26][CH3:27])[CH2:28][CH2:29]4)[n:30][cH:31][cH:32]2)[CH2:33][CH2:34]3)[cH:35][n:36]1)[CH2:37][c:38]1[cH:39][cH:40][c:41]([O:42][CH3:43])[cH:44][cH:45]1,,"[('a', 0, 96)]",27
