,Reactants,Products,Reagents,Labels,Frequency
38187,I[c:19]1[cH:20][c:21]2[n:22][cH:23][n:24]([CH2:25][c:26]3[cH:27][cH:28][c:29]([O:30][CH2:31][c:32]4[cH:33][cH:34][c:35]([O:36][CH3:37])[n:38][cH:39]4)[c:40]([O:41][CH3:42])[cH:43]3)[c:44]2[n:45][cH:46]1.CC1(C)OB([c:1]2[cH:2][n:3]([CH:4]3[CH2:5][CH2:6][N:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][CH2:16]3)[n:17][cH:18]2)OC1(C)C,[c:1]1(-[c:19]2[cH:20][c:21]3[n:22][cH:23][n:24]([CH2:25][c:26]4[cH:27][cH:28][c:29]([O:30][CH2:31][c:32]5[cH:33][cH:34][c:35]([O:36][CH3:37])[n:38][cH:39]5)[c:40]([O:41][CH3:42])[cH:43]4)[c:44]3[n:45][cH:46]2)[cH:2][n:3]([CH:4]2[CH2:5][CH2:6][N:7]([C:8]([O:9][C:10]([CH3:11])([CH3:12])[CH3:13])=[O:14])[CH2:15][CH2:16]2)[n:17][cH:18]1,,"[('b', 1, 404)]",88
38188,[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[c:20]2[CH2:21][CH2:22][C:23]3=[O:24])[c:25]([OH:26])[c:27]1[O:28][CH:29]([F:30])[F:31].Br[CH2:1][C:2]1([CH2:3][O:4][CH3:5])[CH2:6][O:7][CH2:8]1,[CH2:1]([C:2]1([CH2:3][O:4][CH3:5])[CH2:6][O:7][CH2:8]1)[O:26][c:25]1[c:14](-[c:15]2[cH:16][cH:17][cH:18][c:19]3[c:20]2[CH2:21][CH2:22][C:23]3=[O:24])[cH:13][cH:12][c:11]([O:10][CH3:9])[c:27]1[O:28][CH:29]([F:30])[F:31],,"[('b', 15, 448)]",924
38189,[O:9]=[c:10]1[cH:11][c:12]([OH:13])[cH:14][n:15][n:16]1[CH:17]1[CH2:18][CH2:19][CH2:20][CH2:21][O:22]1.Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][n:8]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][n:8]1)[O:13][c:12]1[cH:11][c:10](=[O:9])[n:16]([CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21][O:22]2)[n:15][cH:14]1,,"[('b', 15, 448)]",924
38190,[CH3:10][CH2:11][C:12]([CH2:13][CH3:14])([c:15]1[cH:16][cH:17][c:18]([NH2:19])[c:20]([CH3:21])[cH:22]1)[c:23]1[cH:24][cH:25][c:26]([O:27][S:28](=[O:29])(=[O:30])[C:31]([F:32])([F:33])[F:34])[c:35]([CH3:36])[cH:37]1.O[C:1]([CH2:2][CH2:3][CH2:4][C:5]([O:6][CH3:7])=[O:8])=[O:9],[C:1]([CH2:2][CH2:3][CH2:4][C:5]([O:6][CH3:7])=[O:8])(=[O:9])[NH:19][c:18]1[cH:17][cH:16][c:15]([C:12]([CH2:11][CH3:10])([CH2:13][CH3:14])[c:23]2[cH:24][cH:25][c:26]([O:27][S:28](=[O:29])(=[O:30])[C:31]([F:32])([F:33])[F:34])[c:35]([CH3:36])[cH:37]2)[cH:22][c:20]1[CH3:21],,"[('b', 17, 453)]",4537
38191,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([CH2:5][O:6][c:7]2[n:8][cH:9][n:10][c:11]3[s:12][c:13]4[c:14]([c:15]23)[C@@H:16]([CH2:17][C:18]([NH2:19])=[O:20])[CH2:21][CH2:22]4)[CH2:23][CH2:24]1,[NH:1]1[CH2:2][CH2:3][CH:4]([CH2:5][O:6][c:7]2[n:8][cH:9][n:10][c:11]3[s:12][c:13]4[c:14]([c:15]23)[C@@H:16]([CH2:17][C:18]([NH2:19])=[O:20])[CH2:21][CH2:22]4)[CH2:23][CH2:24]1,,"[('a', 0, 122)]",1493
38192,[F:10][C:11]([F:12])([F:13])[CH2:14][NH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.O[C:1](=[O:2])[c:3]1[cH:4][c:5]([Cl:6])[n:7][cH:8][n:9]1,[C:1](=[O:2])([c:3]1[cH:4][c:5]([Cl:6])[n:7][cH:8][n:9]1)[N:15]([CH2:14][C:11]([F:10])([F:12])[F:13])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,,"[('b', 17, 453)]",4537
38193,O[C:1](=[O:2])[C:3]1=[CH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]([N:12]4[CH2:13][CH2:14][O:15][CH2:16][CH2:17]4)[cH:18][cH:19]3)[cH:20][cH:21][c:22]2[S:23](=[O:24])(=[O:25])[CH2:26][CH2:27]1.[CH3:28][CH2:29][O:30][C:31](=[O:32])[CH2:33][CH2:34][N:35]([CH3:36])[CH2:37][c:38]1[cH:39][cH:40][c:41]([NH2:42])[cH:43][cH:44]1,[C:1](=[O:2])([C:3]1=[CH:4][c:5]2[cH:6][c:7](-[c:8]3[cH:9][cH:10][c:11]([N:12]4[CH2:13][CH2:14][O:15][CH2:16][CH2:17]4)[cH:18][cH:19]3)[cH:20][cH:21][c:22]2[S:23](=[O:24])(=[O:25])[CH2:26][CH2:27]1)[NH:42][c:41]1[cH:40][cH:39][c:38]([CH2:37][N:35]([CH2:34][CH2:33][C:31]([O:30][CH2:29][CH3:28])=[O:32])[CH3:36])[cH:44][cH:43]1,,"[('b', 53, 453)]",4537
38194,Br[c:1]1[cH:2][c:3]([O:4][CH3:5])[c:6](-[c:7]2[cH:8][cH:9][c:10]([CH2:11][NH:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[cH:20][cH:21]2)[c:22]2[c:23]1[nH:24][c:25](=[O:26])[c:27]1[c:28]2[cH:29][cH:30][s:31]1.CB1OB(C)OB([CH3:32])O1,[c:1]1([CH3:32])[cH:2][c:3]([O:4][CH3:5])[c:6](-[c:7]2[cH:8][cH:9][c:10]([CH2:11][NH:12][C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[cH:20][cH:21]2)[c:22]2[c:23]1[nH:24][c:25](=[O:26])[c:27]1[c:28]2[cH:29][cH:30][s:31]1,,"[('b', 0, 306)]",11
38195,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]2[n:6][c:7]([NH:8][C:9]3=[N:10][CH2:11][CH2:12][NH:13]3)[nH:14][c:15]2[cH:16]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]2[n:6][c:7]([NH:8][C:9]3=[N:10][CH2:11][CH2:12][NH:13]3)[nH:14][c:15]2[cH:16]1,,"[('a', 0, 121)]",1277
38196,O[C:1]([CH2:2][C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]1[cH:14][c:15]([F:16])[c:17]([F:18])[cH:19][c:20]1[F:21])=[O:22].[F:23][C:24]([F:25])([F:26])[c:27]1[n:28][n:29][c:30]2[n:31]1[CH2:32][CH2:33][NH:34][CH2:35]2,[C:1]([CH2:2][C@H:3]([NH:4][C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][c:13]1[cH:14][c:15]([F:16])[c:17]([F:18])[cH:19][c:20]1[F:21])(=[O:22])[N:34]1[CH2:33][CH2:32][n:31]2[c:27]([C:24]([F:23])([F:25])[F:26])[n:28][n:29][c:30]2[CH2:35]1,,"[('b', 43, 453)]",4537
38197,CCO[C:1](=[O:2])[c:3]1[c:4]([OH:5])[c:6]2[n:7][cH:8][c:9]([CH2:10][c:11]3[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]3)[cH:18][c:19]2[n:20]([CH2:21][CH3:22])[c:23]1=[O:24].[CH3:25][N:26]([CH2:27][CH2:28][NH2:29])[S:30]([CH3:31])(=[O:32])=[O:33],[C:1](=[O:2])([c:3]1[c:4]([OH:5])[c:6]2[n:7][cH:8][c:9]([CH2:10][c:11]3[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]3)[cH:18][c:19]2[n:20]([CH2:21][CH3:22])[c:23]1=[O:24])[NH:29][CH2:28][CH2:27][N:26]([CH3:25])[S:30]([CH3:31])(=[O:32])=[O:33],,"[('b', 47, 429)]",287
38198,O=C(OCc1ccccc1)[N:1]1[C@H:2]([C:3](=[O:4])[NH:5][CH:6]2[CH2:7][CH2:8]2)[CH2:9][CH2:10][CH2:11]1,[NH:1]1[C@H:2]([C:3](=[O:4])[NH:5][CH:6]2[CH2:7][CH2:8]2)[CH2:9][CH2:10][CH2:11]1,,"[('a', 0, 115)]",197
38199,[CH3:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([N:13]3[CH2:14][C@H:15]4[CH2:16][NH:17][C@H:18]4[CH2:19]3)[cH:20][n:21]2)[cH:22][cH:23]1.O=[CH2:1],[CH3:1][N:17]1[CH2:16][C@@H:15]2[CH2:14][N:13]([c:12]3[cH:11][cH:10][c:9](-[c:8]4[cH:7][cH:6][c:5]([C:3]([CH3:2])=[O:4])[cH:23][cH:22]4)[n:21][cH:20]3)[CH2:19][C@@H:18]21,,"[('b', 1, 450)]",1299
38200,OB(O)[c:11]1[c:12]([F:13])[cH:14][c:15]([O:16][CH3:17])[cH:18][c:19]1[F:20].Br[c:1]1[n:2][c:3]([C:4](=[O:5])[OH:6])[c:7]([F:8])[cH:9][cH:10]1,[c:1]1(-[c:11]2[c:12]([F:13])[cH:14][c:15]([O:16][CH3:17])[cH:18][c:19]2[F:20])[n:2][c:3]([C:4](=[O:5])[OH:6])[c:7]([F:8])[cH:9][cH:10]1,,"[('b', 0, 447)]",900
38201,O=[C:1]1[CH2:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH:9]=[CH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21.[NH2:17][OH:18],[C:1]1(=[N:17][OH:18])[CH2:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[CH:9]=[CH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21,,"[('b', 1, 437)]",446
38202,O[C:1]([CH2:2][C@H:3]([C:4]([O:5][CH3:6])=[O:7])[CH:8]([CH3:9])[CH3:10])=[O:11].[CH3:12][NH2:13],[C:1]([CH2:2][C@H:3]([C:4]([O:5][CH3:6])=[O:7])[CH:8]([CH3:9])[CH3:10])(=[O:11])[NH:13][CH3:12],,"[('b', 21, 453)]",4537
38203,C1C[O:31][C:1]([c:2]2[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH2:10][C:11]([OH:12])([CH2:13][n:14]3[cH:15][cH:16][c:17](=[O:18])[c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]34)[C:25]([F:26])([F:27])[F:28])[cH:29]2)([CH3:30])O1,[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH2:10][C:11]([OH:12])([CH2:13][n:14]2[cH:15][cH:16][c:17](=[O:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]23)[C:25]([F:26])([F:27])[F:28])[cH:29]1)([CH3:30])=[O:31],,"[('a', 0, 106), ('a', 30, 106)]",90
38204,[N:5]#[C:6][c:7]1[cH:8][cH:9][c:10]([OH:11])[cH:12][cH:13]1.Br[CH2:1][CH2:2][CH2:3][Br:4],[CH2:1]([CH2:2][CH2:3][Br:4])[O:11][c:10]1[cH:9][cH:8][c:7]([C:6]#[N:5])[cH:13][cH:12]1,,"[('b', 7, 448)]",924
38205,O[C:1](=[O:2])[c:3]1[n:4][c:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][cH:15][o:16][cH:17]3)[cH:18][n:19]2[c:20]1[Cl:21].[CH3:22][C@@H:23]1[O:24][C:25](=[O:26])[N:27]([CH:28]2[CH2:29][CH2:30][NH:31][CH2:32][CH2:33]2)[C:34]1=[O:35],[C:1](=[O:2])([c:3]1[n:4][c:5]2[c:6]([C:7]([F:8])([F:9])[F:10])[cH:11][c:12](-[c:13]3[cH:14][cH:15][o:16][cH:17]3)[cH:18][n:19]2[c:20]1[Cl:21])[N:31]1[CH2:30][CH2:29][CH:28]([N:27]2[C:25](=[O:26])[O:24][C@@H:23]([CH3:22])[C:34]2=[O:35])[CH2:33][CH2:32]1,,"[('b', 41, 453)]",4537
38206,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10]/[C:11](=[CH:12]\[F:13])[CH2:14][CH2:15][C@:16]34[CH3:17])[C@@H:18]1[CH2:19][CH2:20][C@@H:21]2[OH:22],[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]3[C@@H:6]([CH2:7][CH2:8][C:9]4=[CH:10]/[C:11](=[CH:12]\[F:13])[CH2:14][CH2:15][C@:16]34[CH3:17])[C@@H:18]1[CH2:19][CH2:20][C:21]2=[O:22],,"[('b', 40, 317), ('b', 41, 317)]",13
38207,CC(C)(C)OC(=O)[NH:1][C@@H:2]1[CH2:3][CH2:4][N:5]([C:6]([CH3:7])=[O:8])[CH2:9]1,[NH2:1][C@@H:2]1[CH2:3][CH2:4][N:5]([C:6]([CH3:7])=[O:8])[CH2:9]1,,"[('a', 0, 122)]",1493
38208,CC1(C)OB([c:12]2[cH:13][cH:14][c:15]([C:16]([c:17]3[cH:18][cH:19][c:20]([CH2:21][CH2:22][C:23]([CH2:24][CH3:25])([OH:26])[CH2:27][CH3:28])[c:29]([CH3:30])[cH:31]3)([CH2:32][CH3:33])[CH2:34][CH3:35])[cH:36][c:37]2[CH3:38])OC1(C)C.Br[c:1]1[cH:2][cH:3][c:4]([CH2:5][C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1,[c:1]1(-[c:12]2[cH:13][cH:14][c:15]([C:16]([c:17]3[cH:18][cH:19][c:20]([CH2:21][CH2:22][C:23]([CH2:24][CH3:25])([OH:26])[CH2:27][CH3:28])[c:29]([CH3:30])[cH:31]3)([CH2:32][CH3:33])[CH2:34][CH3:35])[cH:36][c:37]2[CH3:38])[cH:2][cH:3][c:4]([CH2:5][C:6]([O:7][CH3:8])=[O:9])[cH:10][cH:11]1,,"[('b', 0, 438)]",452
38209,O=[N+:1]([O-])[c:2]1[c:3]([NH:4][CH2:5][CH2:6][CH2:7][CH3:8])[cH:9][c:10]([C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16]1,[NH2:1][c:2]1[c:3]([NH:4][CH2:5][CH2:6][CH2:7][CH3:8])[cH:9][c:10]([C:11](=[O:12])[O:13][CH3:14])[cH:15][cH:16]1,,"[('a', 0, 121)]",1277
38210,O[C:1](=[O:2])[c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([Cl:10])[c:11]2[s:12]1.[CH3:13][NH:14][CH2:15][CH2:16][N:17]([CH3:18])[CH3:19],[C:1](=[O:2])([c:3]1[cH:4][c:5]2[n:6][cH:7][cH:8][c:9]([Cl:10])[c:11]2[s:12]1)[N:14]([CH3:13])[CH2:15][CH2:16][N:17]([CH3:18])[CH3:19],,"[('b', 23, 453)]",4537
38211,CC(C)(C)[Si](C)(C)[O:1][CH2:2][c:3]1[c:4]([CH2:5][O:6][CH3:7])[s:8][c:9]([N:10]2[CH2:11][CH2:12][O:13][CH2:14][CH2:15]2)[n:16]1,[OH:1][CH2:2][c:3]1[c:4]([CH2:5][O:6][CH3:7])[s:8][c:9]([N:10]2[CH2:11][CH2:12][O:13][CH2:14][CH2:15]2)[n:16]1,,"[('a', 0, 112)]",169
38212,O=[N+:1]([O-])[c:2]1[c:3]([O:4][CH3:5])[c:6](-[c:7]2[cH:8][c:9]([C:10](=[O:11])[OH:12])[c:13]([CH3:14])[o:15]2)[cH:16][cH:17][cH:18]1,[NH2:1][c:2]1[c:3]([O:4][CH3:5])[c:6](-[c:7]2[cH:8][c:9]([C:10](=[O:11])[OH:12])[c:13]([CH3:14])[o:15]2)[cH:16][cH:17][cH:18]1,,"[('a', 0, 121)]",1277
38213,[CH3:2][CH2:3][CH2:4][CH2:5][NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[N:15]=[C:16]([c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][c:29]1[S:30]2.O[OH:1],[O:1]=[S:30]1[c:12]2[cH:11][cH:10][c:9]([C:7]([NH:6][CH2:5][CH2:4][CH2:3][CH3:2])=[O:8])[cH:14][c:13]2[N:15]=[C:16]([c:17]2[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]2)[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]21,,"[('b', 1, 364)]",31
38214,COC(=O)CCC(=O)[O:1][c:2]1[c:3]([CH3:4])[c:5]([CH3:6])[c:7]2[c:8]([c:9]1[CH3:10])[S:11][CH:12]([CH2:13][CH2:14][C:15](=[O:16])[O:17][CH3:18])[O:19]2,[OH:1][c:2]1[c:3]([CH3:4])[c:5]([CH3:6])[c:7]2[c:8]([c:9]1[CH3:10])[S:11][CH:12]([CH2:13][CH2:14][C:15](=[O:16])[O:17][CH3:18])[O:19]2,,"[('a', 0, 35)]",1
38215,O[C:1]([c:2]1[c:3]([NH2:4])[c:5]2[c:6](-[c:7]3[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]3)[n:14][c:15]([S:16][CH3:17])[n:18][c:19]2[s:20]1)=[O:21].[NH3:22],[C:1]([c:2]1[c:3]([NH2:4])[c:5]2[c:6](-[c:7]3[cH:8][cH:9][cH:10][c:11]([Cl:12])[cH:13]3)[n:14][c:15]([S:16][CH3:17])[n:18][c:19]2[s:20]1)(=[O:21])[NH2:22],,"[('b', 41, 453)]",4537
38216,O[C:1]([c:2]1[cH:3][n:4]([CH2:5][CH2:6][O:7][CH3:8])[c:9]2[c:10]1[c:11]([C:12](=[O:13])[N:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1)[cH:19][cH:20][cH:21]2)=[O:22].[O:23]=[C:24]([NH:25][CH2:26][c:27]1[cH:28][cH:29][c:30]([F:31])[c:32]([CH:33]2[CH2:34][CH2:35][NH:36][CH2:37][CH2:38]2)[cH:39]1)[C:40]([F:41])([F:42])[F:43],[C:1]([c:2]1[cH:3][n:4]([CH2:5][CH2:6][O:7][CH3:8])[c:9]2[c:10]1[c:11]([C:12](=[O:13])[N:14]1[CH2:15][CH2:16][CH2:17][CH2:18]1)[cH:19][cH:20][cH:21]2)(=[O:22])[N:36]1[CH2:35][CH2:34][CH:33]([c:32]2[c:30]([F:31])[cH:29][cH:28][c:27]([CH2:26][NH:25][C:24](=[O:23])[C:40]([F:41])([F:42])[F:43])[cH:39]2)[CH2:38][CH2:37]1,,"[('b', 43, 453)]",4537
38217,[CH2:9]=[CH:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.Br[c:1]1[cH:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[o:8]1,[c:1]1([CH:9]=[CH:10][CH2:11][CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:2][cH:3][c:4]([C:5](=[O:6])[OH:7])[o:8]1,,"[('b', 1, 427)]",265
38218,Cl[c:8]1[n:9][c:10]2[cH:11][c:12]([CH2:13][N:14]3[CH2:15][CH2:16][N:17]([C:18]([N:19]([CH2:20][CH2:21][O:22][CH3:23])[CH3:24])=[O:25])[CH2:26][CH2:27]3)[s:28][c:29]2[c:30]([N:31]2[CH2:32][CH2:33][O:34][CH2:35][CH2:36]2)[n:37]1.CC1(C)OB([c:1]2[cH:2][n:3][c:4]([NH2:5])[n:6][cH:7]2)OC1(C)C,[c:1]1(-[c:8]2[n:9][c:10]3[cH:11][c:12]([CH2:13][N:14]4[CH2:15][CH2:16][N:17]([C:18]([N:19]([CH2:20][CH2:21][O:22][CH3:23])[CH3:24])=[O:25])[CH2:26][CH2:27]4)[s:28][c:29]3[c:30]([N:31]3[CH2:32][CH2:33][O:34][CH2:35][CH2:36]3)[n:37]2)[cH:2][n:3][c:4]([NH2:5])[n:6][cH:7]1,,"[('b', 1, 415)]",142
38219,[CH3:4][n:5]1[cH:6][cH:7][cH:8][c:9]1[CH:10]=[O:11].Cl[C:1]([CH3:2])=[O:3],[C:1]([CH3:2])(=[O:3])[c:7]1[cH:6][n:5]([CH3:4])[c:9]([CH:10]=[O:11])[cH:8]1,,"[('b', 5, 412)]",109
38220,Cl[c:1]1[n:2][c:3]([S:4][CH3:5])[nH:6][c:7]2[n:8][cH:9][cH:10][c:11]1-2.[CH3:12][CH:13]([CH3:14])[CH2:15][CH2:16][NH2:17],[c:1]1([NH:17][CH2:16][CH2:15][CH:13]([CH3:12])[CH3:14])[n:2][c:3]([S:4][CH3:5])[nH:6][c:7]2[n:8][cH:9][cH:10][c:11]1-2,,"[('b', 1, 451)]",1916
38221,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7](=[O:8])[CH:9]1[CH2:10][CH2:11][N:12]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20][CH2:21]1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][CH:7]([OH:8])[CH:9]1[CH2:10][CH2:11][N:12]([C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20][CH2:21]1,,"[('b', 12, 443), ('b', 13, 443)]",573
38222,O[CH:1]([C:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]1)=[O:13])[CH2:14][CH:15]([CH3:16])[CH3:17].[CH3:18][n:19]1[cH:20][c:21]([Br:22])[c:23]([NH:24][C:25](=[O:26])[O:27][CH2:28][C:29]([Cl:30])([Cl:31])[Cl:32])[n:33]1,[C@@H:1]([C:2]([O:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][cH:12]1)=[O:13])([CH2:14][CH:15]([CH3:16])[CH3:17])[N:24]([c:23]1[c:21]([Br:22])[cH:20][n:19]([CH3:18])[n:33]1)[C:25](=[O:26])[O:27][CH2:28][C:29]([Cl:30])([Cl:31])[Cl:32],,"[('b', 33, 453)]",4537
38223,[OH:1][CH:2]([CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]1)[c:13]1[cH:14][n:15][cH:16][n:17]1[CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,[O:1]=[C:2]([CH2:3][CH2:4][CH2:5][c:6]1[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]1)[c:13]1[cH:14][n:15][cH:16][n:17]1[CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,,"[('b', 0, 435), ('b', 1, 435)]",413
38224,OB(O)[c:9]1[c:10]([O:11][CH3:12])[cH:13][cH:14][cH:15][cH:16]1.Cl[c:1]1[c:2]([CH2:3][OH:4])[cH:5][cH:6][cH:7][n:8]1,[c:1]1(-[c:9]2[c:10]([O:11][CH3:12])[cH:13][cH:14][cH:15][cH:16]2)[c:2]([CH2:3][OH:4])[cH:5][cH:6][cH:7][n:8]1,,"[('b', 0, 424)]",245
38225,CCO[C:1](=[O:2])[C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]([O:10][c:11]2[cH:12][cH:13][n:14][c:15]3[cH:16][cH:17][s:18][c:19]23)[c:20]([F:21])[cH:22]1.[NH2:23][c:24]1[cH:25][cH:26][cH:27][c:28]([F:29])[cH:30]1,[C:1](=[O:2])([C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]([O:10][c:11]2[cH:12][cH:13][n:14][c:15]3[cH:16][cH:17][s:18][c:19]23)[c:20]([F:21])[cH:22]1)[NH:23][c:24]1[cH:25][cH:26][cH:27][c:28]([F:29])[cH:30]1,,"[('b', 43, 429)]",287
38226,[CH3:7][CH:8]1[NH:9][CH2:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]21.Cl[C:1]([C:2]([CH3:3])([Cl:4])[Cl:5])=[O:6],[C:1]([C:2]([CH3:3])([Cl:4])[Cl:5])(=[O:6])[N:9]1[CH:8]([CH3:7])[c:17]2[c:12]([cH:13][cH:14][cH:15][cH:16]2)[CH2:11][CH2:10]1,,"[('b', 11, 452)]",2537
38227,Br[c:1]1[cH:2][cH:3][c:4]([CH:5]([N:6]2[CH2:7][CH2:8][C:9]([CH2:10][CH:11]=[CH2:12])([CH:13]([CH3:14])[CH3:15])[O:16][C:17]2=[O:18])[CH3:19])[cH:20][cH:21]1.OB(O)[c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][c:28]1[F:29],[c:1]1(-[c:22]2[cH:23][cH:24][c:25]([F:26])[cH:27][c:28]2[F:29])[cH:2][cH:3][c:4]([C@@H:5]([N:6]2[CH2:7][CH2:8][C:9]([CH2:10][CH:11]=[CH2:12])([CH:13]([CH3:14])[CH3:15])[O:16][C:17]2=[O:18])[CH3:19])[cH:20][cH:21]1,,"[('b', 0, 447)]",900
38228,Cl[c:1]1[c:2]([C:3]([NH2:4])=[O:5])[cH:6][c:7](-[c:8]2[n:9][n:10]([CH:11]([CH3:12])[CH3:13])[c:14](=[O:15])[cH:16][cH:17]2)[c:18](-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[n:25]1,[cH:1]1[c:2]([C:3]([NH2:4])=[O:5])[cH:6][c:7](-[c:8]2[n:9][n:10]([CH:11]([CH3:12])[CH3:13])[c:14](=[O:15])[cH:16][cH:17]2)[c:18](-[c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[n:25]1,,"[('a', 0, 105)]",78
38229,Cl[C:1](=[O:2])[O:3][CH2:4][C:5]([Cl:6])([Cl:7])[Cl:8].[CH3:9][n:10]1[n:11][cH:12][c:13]([Br:14])[c:15]1[NH2:16],[C:1](=[O:2])([O:3][CH2:4][C:5]([Cl:6])([Cl:7])[Cl:8])[NH:16][c:15]1[n:10]([CH3:9])[n:11][cH:12][c:13]1[Br:14],,"[('b', 15, 452)]",2537
38230,Cl[C:1]1=[N:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21.[CH2:16]1[CH2:17][NH:18][CH2:19][CH2:20][NH:21]1,[C:1]1([N:18]2[CH2:17][CH2:16][NH:21][CH2:20][CH2:19]2)=[N:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21,,"[('b', 1, 452)]",2537
38231,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N:9]1[CH2:10][CH2:11][N:12]([CH2:13][CH2:14][CH2:15][OH:16])[CH2:17][CH2:18]1,[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[N:9]1[CH2:10][CH2:11][N:12]([CH2:13][CH2:14][CH:15]=[O:16])[CH2:17][CH2:18]1,,"[('b', 28, 435), ('b', 29, 435)]",413
