Reactants,Products,Reagents,Labels,Frequency,Split,Mask
I[c:1]1[cH:2][c:3]([Cl:4])[n:5][cH:6][cH:7]1.[OH:8][c:9]1[cH:10][cH:11][cH:12][n:13][cH:14]1,[c:1]1([O:8][c:9]2[cH:10][cH:11][cH:12][n:13][cH:14]2)[cH:2][c:3]([Cl:4])[n:5][cH:6][cH:7]1,,"[('b', 1, 359)]",28,test,1
O[C:1]([c:2]1[cH:3][cH:4][c:5]2[c:6](=[O:7])[n:8](-[c:9]3[n:10][c:11]([O:12][CH3:13])[cH:14][c:15]([O:16][CH3:17])[n:18]3)[c:19](=[S:20])[nH:21][c:22]2[cH:23]1)=[O:24].[CH3:25][N:26]1[CH2:27][CH2:28][CH:29]([NH2:30])[CH2:31][CH2:32]1,[C:1]([c:2]1[cH:3][cH:4][c:5]2[c:6](=[O:7])[n:8](-[c:9]3[n:10][c:11]([O:12][CH3:13])[cH:14][c:15]([O:16][CH3:17])[n:18]3)[c:19](=[S:20])[nH:21][c:22]2[cH:23]1)(=[O:24])[NH:30][CH:29]1[CH2:28][CH2:27][N:26]([CH3:25])[CH2:32][CH2:31]1,,"[('b', 47, 453)]",4537,test,1
[CH3:16][N:17]1[CH2:18][CH2:19][CH:20]([CH2:21][N:22]([CH3:23])[c:24]2[n:25][c:26]3[cH:27][c:28]([NH2:29])[cH:30][cH:31][c:32]3[o:33]2)[CH2:34]1.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1)[NH:29][c:28]1[cH:27][c:26]2[n:25][c:24]([N:22]([CH2:21][CH:20]3[CH2:19][CH2:18][N:17]([CH3:16])[CH2:34]3)[CH3:23])[o:33][c:32]2[cH:31][cH:30]1,,"[('b', 29, 453)]",4537,test,1
Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1.[C-:10]#[N:11],[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]#[N:8])[cH:9]1)[C:10]#[N:11],,"[('b', 17, 362)]",30,test,1
CC1(C)OB([c:22]2[c:23]([O:24][CH3:25])[cH:26][c:27]([C:28](=[O:29])[NH:30][c:31]3[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][cH:39][n:40]3)[cH:41][cH:42]2)OC1(C)C.Br[c:1]1[n:2][c:3]([C@@H:4]2[CH2:5][CH2:6][C@H:7]3[CH2:8][NH:9][CH2:10][C:11](=[O:12])[N:13]3[CH2:14]2)[n:15]2[cH:16][cH:17][n:18][c:19]([NH2:20])[c:21]12,[c:1]1(-[c:22]2[c:23]([O:24][CH3:25])[cH:26][c:27]([C:28](=[O:29])[NH:30][c:31]3[cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][cH:39][n:40]3)[cH:41][cH:42]2)[n:2][c:3]([C@@H:4]2[CH2:5][CH2:6][C@H:7]3[CH2:8][NH:9][CH2:10][C:11](=[O:12])[N:13]3[CH2:14]2)[n:15]2[cH:16][cH:17][n:18][c:19]([NH2:20])[c:21]12,,"[('b', 0, 438)]",452,test,1
[CH3:12][CH:13]([CH3:14])[c:15]1[n:16][c:17]2[c:18]([Cl:19])[cH:20][cH:21][cH:22][c:23]2[n:24]1-[c:25]1[cH:26][cH:27][cH:28][c:29]([OH:30])[cH:31]1.Cl[c:1]1[cH:2][c:3]([S:4]([CH3:5])(=[O:6])=[O:7])[cH:8][c:9]([Cl:10])[cH:11]1,[c:1]1([O:30][c:29]2[cH:28][cH:27][cH:26][c:25](-[n:24]3[c:15]([CH:13]([CH3:12])[CH3:14])[n:16][c:17]4[c:18]([Cl:19])[cH:20][cH:21][cH:22][c:23]43)[cH:31]2)[cH:2][c:3]([S:4]([CH3:5])(=[O:6])=[O:7])[cH:8][c:9]([Cl:10])[cH:11]1,,"[('b', 1, 439)]",452,test,1
Cl[CH2:1][c:2]1[c:3]([NH:4][CH2:5][CH:6]([CH3:7])[CH3:8])[cH:9][cH:10][cH:11][cH:12]1.[SH:13][c:14]1[n:15][c:16]2[n:17][cH:18][cH:19][cH:20][c:21]2[nH:22]1,[CH2:1]([c:2]1[c:3]([NH:4][CH2:5][CH:6]([CH3:7])[CH3:8])[cH:9][cH:10][cH:11][cH:12]1)[S:13][c:14]1[n:15][c:16]2[n:17][cH:18][cH:19][cH:20][c:21]2[nH:22]1,,"[('b', 23, 407)]",100,test,1
[CH3:5][c:6]1[cH:7][c:8]([CH2:9][NH2:10])[n:11][n:12]1-[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.Cl[C:1](=[O:2])[CH2:3][Cl:4],[C:1](=[O:2])([CH2:3][Cl:4])[NH:10][CH2:9][c:8]1[cH:7][c:6]([CH3:5])[n:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:11]1,,"[('b', 7, 452)]",2537,test,1
[CH3:4][O:5][c:6]1[cH:7][cH:8][c:9]([CH2:10][N:11]2[C:12](=[O:13])[CH2:14][C@H:15]2[C@@H:16]2[CH2:17][O:18][C:19]([CH3:20])([CH3:21])[O:22]2)[c:23]([O:24][CH3:25])[cH:26]1.[CH3:1][CH:2]=[O:3],[CH3:1][C@@H:2]([OH:3])[C@H:14]1[C:12](=[O:13])[N:11]([CH2:10][c:9]2[cH:8][cH:7][c:6]([O:5][CH3:4])[cH:26][c:23]2[O:24][CH3:25])[C@@H:15]1[C@@H:16]1[CH2:17][O:18][C:19]([CH3:20])([CH3:21])[O:22]1,,"[('b', 5, 385)]",48,test,1
CC(C)(C)OC(=O)[NH:1][CH:2]([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH:10]([c:11]3[cH:12][cH:13][c:14]([CH2:15][CH2:16][C:17]([O:18][CH3:19])=[O:20])[cH:21][cH:22]3)[C:23]2=[O:24])[cH:25][cH:26]1)[CH3:27],[NH2:1][CH:2]([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][CH2:9][CH:10]([c:11]3[cH:12][cH:13][c:14]([CH2:15][CH2:16][C:17]([O:18][CH3:19])=[O:20])[cH:21][cH:22]3)[C:23]2=[O:24])[cH:25][cH:26]1)[CH3:27],,"[('a', 0, 122)]",1493,test,1
COC[O:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][c:8]2[cH:9][c:10](=[O:11])[n:12]([O:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[c:21]3[n:22][cH:23][n:24][c:25]([CH3:26])[c:27]23)[cH:28][cH:29]1,[OH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][c:8]2[cH:9][c:10](=[O:11])[n:12]([O:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[c:21]3[n:22][cH:23][n:24][c:25]([CH3:26])[c:27]23)[cH:28][cH:29]1,,"[('a', 0, 100)]",33,test,1
Cl[c:1]1[cH:2][c:3]([O:4][CH2:5][C:6]#[C:7][CH3:8])[n:9][cH:10][n:11]1.[OH:12][c:13]1[c:14]([F:15])[cH:16][cH:17][cH:18][c:19]1[F:20],[c:1]1([O:12][c:13]2[c:14]([F:15])[cH:16][cH:17][cH:18][c:19]2[F:20])[cH:2][c:3]([O:4][CH2:5][C:6]#[C:7][CH3:8])[n:9][cH:10][n:11]1,,"[('b', 1, 439)]",452,test,1
[CH3:2][C:3]([CH3:4])([CH2:5][CH2:6][CH2:7][O:8][Si:9]([CH3:10])([CH3:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[NH:16][C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23].I[CH3:1],[CH3:1][N:16]([C:3]([CH3:2])([CH3:4])[CH2:5][CH2:6][CH2:7][O:8][Si:9]([CH3:10])([CH3:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23],,"[('b', 1, 425)]",258,test,1
O=[C:1]1[CH2:2][CH2:3][CH:4]([NH:5][C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14]1.[CH2:15]1[CH2:16][O:17][CH2:18][CH2:19][NH:20]1,[C@@H:1]1([N:20]2[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[CH2:2][CH2:3][C@H:4]([NH:5][C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13][CH2:14]1,,"[('b', 1, 450)]",1299,test,1
[NH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[O:13][C:14]([F:15])([F:16])[F:17].Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[NH:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[O:13][C:14]([F:15])([F:16])[F:17],,"[('b', 9, 452)]",2537,test,1
[O:6]=[CH:7][c:8]1[cH:9][c:10]2[cH:11][cH:12][s:13][c:14]2[cH:15][c:16]1[F:17].[Mg+][CH2:1][O:2][CH2:3][CH2:4][Cl:5],[CH2:1]([O:2][CH2:3][CH2:4][Cl:5])[CH:7]([OH:6])[c:8]1[cH:9][c:10]2[cH:11][cH:12][s:13][c:14]2[cH:15][c:16]1[F:17],,"[('b', 8, 417)]",153,test,1
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][c:8]([CH:9]3[CH2:10][CH2:11][CH2:12][CH:13]([N:14]([CH2:15][CH3:16])[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24]3)[c:25]2[cH:26]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][c:8]([CH:9]3[CH2:10][CH2:11][CH2:12][CH:13]([N:14]([CH2:15][CH3:16])[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23])[CH2:24]3)[c:25]2[cH:26]1,,"[('a', 0, 121)]",1277,test,1
CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[CH2:8]=[C:9]([CH3:10])[CH2:11][C@H:12]([NH2:13])[C:14](=[O:15])[OH:16],[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:13][C@@H:12]([CH2:11][C:9](=[CH2:8])[CH3:10])[C:14](=[O:15])[OH:16],,"[('b', 13, 432)]",323,test,1
[CH3:2][c:3]1[n:4][c:5]2[c:6]([n:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[n:14][c:15](-[c:16]1[cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][cH:27]1)[n:28](-[c:29]1[cH:30][cH:31][c:32]([Cl:33])[cH:34][cH:35]1)[c:36]2=[O:37].O=C1CCC(=O)N1[Br:1],[Br:1][CH2:2][c:3]1[n:4][c:5]2[c:6]([n:7]1-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[n:14][c:15](-[c:16]1[cH:17][cH:18][c:19](-[c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][cH:27]1)[n:28](-[c:29]1[cH:30][cH:31][c:32]([Cl:33])[cH:34][cH:35]1)[c:36]2=[O:37],,"[('b', 1, 418)]",157,test,1
[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8](-[c:9]2[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]3[n:18][cH:19][n:20](-[c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[c:27]23)[cH:28]1.[Mg+][CH3:29],[CH3:1][C:2]([OH:3])([c:4]1[cH:5][cH:6][cH:7][c:8](-[c:9]2[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]3[n:18][cH:19][n:20](-[c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[c:27]23)[cH:28]1)[CH3:29],,"[('b', 55, 417)]",153,test,1
O[CH2:1][C@H:2]1[N:3]([C:4](=[O:5])[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19]3)[cH:20][cH:21]2)[CH2:22][CH2:23][CH2:24]1.[CH3:25][C@H:26]1[CH2:27][CH2:28][C@H:29]([CH3:30])[NH:31]1,[CH2:1]([CH:2]1[N:3]([C:4](=[O:5])[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][cH:19]3)[cH:20][cH:21]2)[CH2:22][CH2:23][CH2:24]1)[N:31]1[C@@H:26]([CH3:25])[CH2:27][CH2:28][C@@H:29]1[CH3:30],,"[('b', 47, 453)]",4537,test,1
O[C:1]([CH2:2][C@@H:3]1[CH2:4][CH:5]=[CH:6][CH2:7][C@H:8]([CH3:9])[C:10](=[O:11])[O:12][CH2:13][C@H:14]2[N:15]([C:16]1=[O:17])[CH2:18][CH2:19][CH2:20]2)=[O:21].[NH2:22][CH2:23][c:24]1[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]1,[C:1]([CH2:2][C@@H:3]1[CH2:4][CH:5]=[CH:6][CH2:7][C@H:8]([CH3:9])[C:10](=[O:11])[O:12][CH2:13][C@H:14]2[N:15]([C:16]1=[O:17])[CH2:18][CH2:19][CH2:20]2)(=[O:21])[NH:22][CH2:23][c:24]1[cH:25][cH:26][c:27]([Cl:28])[cH:29][cH:30]1,,"[('b', 41, 453)]",4537,test,1
[N:1]#[C:2][c:3]1[n:4][cH:5][c:6]([S:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][n:15]1,[NH2:1][CH2:2][c:3]1[n:4][cH:5][c:6]([S:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][n:15]1,,"[('b', 0, 421), ('b', 1, 421)]",179,test,1
Cl[c:1]1[c:2]2[c:3]([I:4])[cH:5][n:6]([CH2:7][c:8]3[cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15][cH:16]3)[c:17]2[n:18][cH:19][n:20]1.[NH4+:21],[c:1]1([NH2:21])[c:2]2[c:3]([I:4])[cH:5][n:6]([CH2:7][c:8]3[cH:9][cH:10][c:11]([N+:12](=[O:13])[O-:14])[cH:15][cH:16]3)[c:17]2[n:18][cH:19][n:20]1,,"[('b', 1, 302)]",11,test,1
O=[N+:1]([O-])[c:2]1[c:3]([O:4][CH2:5][CH3:6])[cH:7][c:8]2[n:9][cH:10][c:11]([C:12]#[N:13])[c:14]([NH:15][c:16]3[cH:17][cH:18][cH:19][c:20]([Br:21])[cH:22]3)[c:23]2[cH:24]1,[NH2:1][c:2]1[c:3]([O:4][CH2:5][CH3:6])[cH:7][c:8]2[n:9][cH:10][c:11]([C:12]#[N:13])[c:14]([NH:15][c:16]3[cH:17][cH:18][cH:19][c:20]([Br:21])[cH:22]3)[c:23]2[cH:24]1,,"[('a', 0, 121)]",1277,test,1
[N:1]#[C:2][C:3]1([C:4](=[O:5])[N:6]2[CH2:7][CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12][CH:13]([S:14](=[O:15])(=[O:16])[CH2:17][CH:18]2[CH2:19][CH2:20]2)[CH2:21][CH2:22]1,[NH2:1][CH2:2][C:3]1([C:4](=[O:5])[N:6]2[CH2:7][CH2:8][CH2:9][CH2:10]2)[CH2:11][CH2:12][CH:13]([S:14](=[O:15])(=[O:16])[CH2:17][CH:18]2[CH2:19][CH2:20]2)[CH2:21][CH2:22]1,,"[('b', 0, 421), ('b', 1, 421)]",179,test,1
[CH3:1][O:2][C:3](=[O:4])[CH:5]([NH:6][C:7](=[O:8])[c:9]1[cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[cH:17][c:18]1[NH2:19])[CH:20]1[CH2:21][CH2:22][C:23]2([CH2:24][CH2:25]1)[O:26][CH2:27][CH2:28][O:29]2.[CH3:30][c:31]1[cH:32][c:33]([CH3:34])[c:35]([N:36]=[C:37]=[O:38])[c:39]([CH3:40])[cH:41]1,[CH3:1][O:2][C:3](=[O:4])[CH:5]([NH:6][C:7](=[O:8])[c:9]1[cH:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[cH:17][c:18]1[NH:19][C:37]([NH:36][c:35]1[c:33]([CH3:34])[cH:32][c:31]([CH3:30])[cH:41][c:39]1[CH3:40])=[O:38])[CH:20]1[CH2:21][CH2:22][C:23]2([CH2:24][CH2:25]1)[O:26][CH2:27][CH2:28][O:29]2,,"[('b', 36, 442)]",566,test,1
O[C:1](/[CH:2]=[CH:3]/[c:4]1[cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][N:11]([CH3:12])[CH2:13][CH2:14]2)[c:15]([NH2:16])[n:17][cH:18]1)=[O:19].[CH3:20][NH:21][CH2:22][c:23]1[cH:24][cH:25][c:26]([CH3:27])[c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]12,[C:1](/[CH:2]=[CH:3]/[c:4]1[cH:5][c:6]([CH2:7][N:8]2[CH2:9][CH2:10][N:11]([CH3:12])[CH2:13][CH2:14]2)[c:15]([NH2:16])[n:17][cH:18]1)(=[O:19])[N:21]([CH3:20])[CH2:22][c:23]1[cH:24][cH:25][c:26]([CH3:27])[c:28]2[cH:29][cH:30][cH:31][cH:32][c:33]12,,"[('b', 37, 453)]",4537,test,1
Cl[c:1]1[cH:2][cH:3][n:4][c:5]2[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]12.[CH3:15][c:16]1[cH:17][cH:18][c:19]([OH:20])[cH:21][c:22]1[CH3:23],[c:1]1([O:20][c:19]2[cH:18][cH:17][c:16]([CH3:15])[c:22]([CH3:23])[cH:21]2)[cH:2][cH:3][n:4][c:5]2[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]12,,"[('b', 1, 439)]",452,test,1
Cl[c:1]1[cH:2][n:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([NH:11][C:12]([CH3:13])=[O:14])[cH:15]2)[n:16]1.[NH2:17][c:18]1[cH:19][cH:20][c:21]([N:22]2[CH2:23][CH2:24][O:25][CH2:26][CH2:27]2)[cH:28][cH:29]1,[c:1]1([NH:17][c:18]2[cH:19][cH:20][c:21]([N:22]3[CH2:23][CH2:24][O:25][CH2:26][CH2:27]3)[cH:28][cH:29]2)[cH:2][n:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([NH:11][C:12]([CH3:13])=[O:14])[cH:15]2)[n:16]1,,"[('b', 1, 451)]",1916,test,1
O[C:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][C:8]([c:9]2[n:10][c:11]([O:12][CH2:13][CH3:14])[c:15]([C:16]#[N:17])[c:18]([NH2:19])[cH:20]2)=[O:21])[cH:22][cH:23]1)=[O:24].[CH3:25][NH2:26],[C:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][NH:7][C:8]([c:9]2[n:10][c:11]([O:12][CH2:13][CH3:14])[c:15]([C:16]#[N:17])[c:18]([NH2:19])[cH:20]2)=[O:21])[cH:22][cH:23]1)(=[O:24])[NH:26][CH3:25],,"[('b', 47, 453)]",4537,test,1
C[O:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][n:8][n:9][c:10]2-[c:11]2[cH:12][c:13]([Br:14])[cH:15][n:16][c:17]2[NH2:18])[c:19]([F:20])[c:21]1[F:22],[OH:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][n:8][n:9][c:10]2-[c:11]2[cH:12][c:13]([Br:14])[cH:15][n:16][c:17]2[NH2:18])[c:19]([F:20])[c:21]1[F:22],,"[('a', 0, 123)]",1797,test,1
Br[c:1]1[c:2]([CH2:3][c:4]2[n:5]3[c:6]([c:7]([O:8][CH2:9][c:10]4[cH:11][cH:12][cH:13][cH:14][cH:15]4)[c:16](=[O:17])[n:18]2)[C:19](=[O:20])[N:21]([CH:22]([CH3:23])[CH3:24])[CH2:25][CH2:26]3)[cH:27][cH:28][c:29]([Cl:30])[cH:31]1.OB(O)[c:32]1[cH:33][cH:34][cH:35][c:36]([F:37])[cH:38]1,[c:1]1(-[c:32]2[cH:33][cH:34][cH:35][c:36]([F:37])[cH:38]2)[c:2]([CH2:3][c:4]2[n:5]3[c:6]([c:7]([O:8][CH2:9][c:10]4[cH:11][cH:12][cH:13][cH:14][cH:15]4)[c:16](=[O:17])[n:18]2)[C:19](=[O:20])[N:21]([CH:22]([CH3:23])[CH3:24])[CH2:25][CH2:26]3)[cH:27][cH:28][c:29]([Cl:30])[cH:31]1,,"[('b', 0, 447)]",900,test,1
CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][O:4][c:5]2[c:6]([cH:7][cH:8][cH:9][c:10]2-[c:11]2[cH:12][cH:13][s:14][cH:15]2)[CH2:16]1,[NH:1]1[CH2:2][CH2:3][O:4][c:5]2[c:6]([cH:7][cH:8][cH:9][c:10]2-[c:11]2[cH:12][cH:13][s:14][cH:15]2)[CH2:16]1,,"[('a', 0, 122)]",1493,test,1
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([Cl:13])[cH:14][cH:15]2)[cH:16][cH:17]1.[cH:18]1[cH:19][c:20]2[c:21]([o:22]1)[CH2:23][NH:24][CH2:25][CH2:26]2,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([Cl:13])[cH:14][cH:15]2)[cH:16][cH:17]1)[N:24]1[CH2:23][c:21]2[c:20]([cH:19][cH:18][o:22]2)[CH2:26][CH2:25]1,,"[('b', 33, 453)]",4537,test,1
O[C:1](=[O:2])[c:3]1[n:4][c:5]2[c:6]([s:7]1)[CH2:8][CH2:9][O:10][c:11]1[cH:12][c:13](-[c:14]3[cH:15][n:16][nH:17][cH:18]3)[cH:19][cH:20][c:21]1-2.[CH3:22][CH2:23][N:24]([CH2:25][CH3:26])[C@@H:27]1[CH2:28][CH2:29][NH:30][CH2:31]1,[C:1](=[O:2])([c:3]1[n:4][c:5]2[c:6]([s:7]1)[CH2:8][CH2:9][O:10][c:11]1[cH:12][c:13](-[c:14]3[cH:15][n:16][nH:17][cH:18]3)[cH:19][cH:20][c:21]1-2)[N:30]1[CH2:29][CH2:28][C@@H:27]([N:24]([CH2:23][CH3:22])[CH2:25][CH3:26])[CH2:31]1,,"[('b', 41, 453)]",4537,test,1
O[C:1]([c:2]1[c:3]2[n:4][cH:5][n:6][c:7](-[c:8]3[c:9]([O:10][CH2:11][CH:12]4[CH2:13][CH2:14]4)[cH:15][cH:16][c:17]([CH2:18][CH3:19])[cH:20]3)[c:21]2[n:22]([CH2:23][O:24][CH2:25][CH2:26][Si:27]([CH3:28])([CH3:29])[CH3:30])[c:31]1[CH3:32])=[O:33].[CH3:34][C:35]([CH3:36])([CH3:37])[O:38][C:39](=[O:40])[N:41]1[CH2:42][CH2:43][CH:44]([NH2:45])[CH2:46][CH2:47]1,[C:1]([c:2]1[c:3]2[n:4][cH:5][n:6][c:7](-[c:8]3[c:9]([O:10][CH2:11][CH:12]4[CH2:13][CH2:14]4)[cH:15][cH:16][c:17]([CH2:18][CH3:19])[cH:20]3)[c:21]2[n:22]([CH2:23][O:24][CH2:25][CH2:26][Si:27]([CH3:28])([CH3:29])[CH3:30])[c:31]1[CH3:32])(=[O:33])[NH:45][CH:44]1[CH2:43][CH2:42][N:41]([C:39]([O:38][C:35]([CH3:34])([CH3:36])[CH3:37])=[O:40])[CH2:47][CH2:46]1,,"[('b', 65, 453)]",4537,test,1
Cl[CH:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]1[CH3:10])[CH2:11][n:12]1[cH:13][cH:14][n:15][cH:16]1.[CH3:17][O:18][C:19](=[O:20])[c:21]1[cH:22][cH:23][c:24]([SH:25])[cH:26][cH:27]1,[CH:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([CH3:7])[cH:8][c:9]1[CH3:10])([CH2:11][n:12]1[cH:13][cH:14][n:15][cH:16]1)[S:25][c:24]1[cH:23][cH:22][c:21]([C:19]([O:18][CH3:17])=[O:20])[cH:27][cH:26]1,,"[('b', 31, 407)]",100,test,1
[CH3:11][O:12][C:13](=[O:14])[CH2:15][C@@H:16]1[CH2:17][O:18][c:19]2[cH:20][c:21]([O:22][C@@H:23]3[CH2:24][CH2:25][c:26]4[c:27]([OH:28])[cH:29][cH:30][c:31]([F:32])[c:33]43)[cH:34][cH:35][c:36]21.F[c:1]1[cH:2][c:3]([CH3:4])[c:5]([C:6]#[N:7])[c:8]([CH3:9])[cH:10]1,[c:1]1([O:28][c:27]2[c:26]3[c:33]([c:31]([F:32])[cH:30][cH:29]2)[C@H:23]([O:22][c:21]2[cH:20][c:19]4[c:36]([cH:35][cH:34]2)[C@H:16]([CH2:15][C:13]([O:12][CH3:11])=[O:14])[CH2:17][O:18]4)[CH2:24][CH2:25]3)[cH:2][c:3]([CH3:4])[c:5]([C:6]#[N:7])[c:8]([CH3:9])[cH:10]1,,"[('b', 1, 423)]",235,test,1
[CH3:13][C:14]([NH2:15])([C:16]#[N:17])[CH2:18][n:19]1[n:20][c:21]2[c:22]([Cl:23])[cH:24][c:25]([Cl:26])[c:27]([Br:28])[c:29]2[n:30]1.Cl[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11]1)=[S:12],[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11]1)(=[S:12])[NH:15][C:14]([CH3:13])([C:16]#[N:17])[CH2:18][n:19]1[n:20][c:21]2[c:22]([Cl:23])[cH:24][c:25]([Cl:26])[c:27]([Br:28])[c:29]2[n:30]1,,"[('b', 23, 452)]",2537,test,1
[O:12]=[C:13]1[CH2:14][S:15][C:16](=[O:17])[N:18]1[c:19]1[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]1.O=[CH:1][c:2]1[cH:3][c:4]([O:5][CH2:6][CH3:7])[c:8]([OH:9])[cH:10][cH:11]1,[CH:1]([c:2]1[cH:3][c:4]([O:5][CH2:6][CH3:7])[c:8]([OH:9])[cH:10][cH:11]1)=[C:14]1[C:13](=[O:12])[N:18]([c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]2)[C:16](=[O:17])[S:15]1,,"[('b', 21, 426)]",264,test,1
OB(O)[c:6]1[cH:7][cH:8][c:9]([CH:10]2[CH2:11][CH2:12][CH:13]([CH2:14][CH3:15])[CH2:16][CH2:17]2)[c:18]([F:19])[c:20]1[F:21].Br[c:1]1[cH:2][cH:3][cH:4][se:5]1,[c:1]1(-[c:6]2[cH:7][cH:8][c:9]([CH:10]3[CH2:11][CH2:12][CH:13]([CH2:14][CH3:15])[CH2:16][CH2:17]3)[c:18]([F:19])[c:20]2[F:21])[cH:2][cH:3][cH:4][se:5]1,,"[('b', 0, 447)]",900,test,1
O=[N+:1]([O-])[c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10]1,[NH2:1][c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([C:8]#[N:9])[cH:10]1,,"[('a', 0, 121)]",1277,test,1
